,uin,lab_score,con_score,ld_score,total,date,title
232,CD:2002-05-14:240,0.297029702970297,0.8526315789473684,1.0,0.7165537606392217,2002-05-14,"Modernisation of the House of Commons [Relevant document: The Second Report from the Liaison Committee, HC 692, Session 2001‹02, on Select Committees: Modernisation Proposals.]"
233,CD:2002-05-15:241,0.9868852459016394,1.0,1.0,0.9956284153005465,2002-05-15,Post Office Closures
234,CD:2002-05-15:242,1.0,0.0,1.0,0.6666666666666666,2002-05-15,Johannesburg Summit
235,CD:2002-05-16:243,1.0,1.0,1.0,1.0,2002-05-16,Adoption and Children Bill
236,CD:2002-05-16:244,0.8576779026217228,0.9279279279279279,0.8620689655172413,0.8825582653556306,2002-05-16,Adoption and Children Bill
237,CD:2002-05-16:245,1.0,1.0,0.8888888888888888,0.9629629629629629,2002-05-16,Adoption and Children Bill
238,CD:2002-05-20:246,0.7575757575757576,1.0,0.7714285714285715,0.8430014430014431,2002-05-20,Adoption and Children Bill
239,CD:2002-05-20:247,1.0,1.0,1.0,1.0,2002-05-20,Adoption and Children Bill
240,CD:2002-05-21:248,1.0,1.0,1.0,1.0,2002-05-21,School Discipline
241,CD:2002-05-21:249,1.0,1.0,1.0,1.0,2002-05-21,Special Educational Needs
242,CD:2002-05-21:250,0.993485342019544,1.0,1.0,0.997828447339848,2002-05-21,Special Educational Needs
243,CD:2002-05-22:251,0.9937106918238994,1.0,1.0,0.9979035639412999,2002-05-22,National Health Service Reform and Health Care Professions Bill
244,CD:2002-05-22:252,0.9933333333333333,1.0,1.0,0.9977777777777778,2002-05-22,National Health Service Reform and Health Care Professions Bill
245,CD:2002-05-23:253,0.9908256880733946,1.0,1.0,0.9969418960244649,2002-05-23,State Pension Credit Bill [Lords]
246,CD:2002-06-10:254,1.0,1.0,1.0,1.0,2002-06-10,National Insurance Contributions Bill
247,CD:2002-06-10:255,0.9925093632958801,1.0,1.0,0.9975031210986267,2002-06-10,National Insurance Contributions Bill
248,CD:2002-06-10:256,0.9930555555555556,1.0,1.0,0.9976851851851851,2002-06-10,National Insurance Contributions Bill
249,CD:2002-06-10:257,1.0,1.0,1.0,1.0,2002-06-10,National Insurance Contributions Bill
250,CD:2002-06-10:258,0.9930795847750865,1.0,1.0,0.9976931949250288,2002-06-10,National Insurance Contributions Bill
251,CD:2002-06-11:259,0.9938837920489296,1.0,1.0,0.9979612640163099,2002-06-11,"Nationality, Immigration and Asylum Bill (Programme) (No. 3)"
252,CD:2002-06-11:260,0.994269340974212,1.0,1.0,0.9980897803247374,2002-06-11,"Nationality, Immigration and Asylum Bill"
253,CD:2002-06-11:261,1.0,1.0,1.0,1.0,2002-06-11,"Nationality, Immigration and Asylum Bill"
254,CD:2002-06-11:262,1.0,1.0,1.0,1.0,2002-06-11,"Nationality, Immigration and Asylum Bill"
255,CD:2002-06-11:263,1.0,1.0,1.0,1.0,2002-06-11,"Nationality, Immigration and Asylum Bill"
256,CD:2002-06-11:264,0.9104477611940298,1.0,1.0,0.9701492537313433,2002-06-11,"Nationality, Immigration and Asylum Bill"
257,CD:2002-06-11:265,0.8963414634146342,0.9047619047619048,1.0,0.933701122725513,2002-06-11,"Nationality, Immigration and Asylum Bill"
258,CD:2002-06-11:266,0.9439252336448598,0.9473684210526315,1.0,0.9637645515658305,2002-06-11,"Nationality, Immigration and Asylum Bill"
259,CD:2002-06-11:267,0.9875389408099688,0.8918918918918919,1.0,0.9598102775672869,2002-06-11,"Nationality, Immigration and Asylum Bill"
260,CD:2002-06-12:268,0.9571865443425076,0.9841269841269841,1.0,0.9804378428231639,2002-06-12,"Nationality, Immigration and Asylum Bill"
261,CD:2002-06-12:269,0.9876543209876543,1.0,1.0,0.9958847736625515,2002-06-12,"Nationality, Immigration and Asylum Bill"
262,CD:2002-06-12:270,0.9933110367892977,0.0,1.0,0.6644370122630993,2002-06-12,"Nationality, Immigration and Asylum Bill"
263,CD:2002-06-12:271,0.993006993006993,1.0,1.0,0.9976689976689976,2002-06-12,"Nationality, Immigration and Asylum Bill"
264,CD:2002-06-12:272,0.9288025889967637,1.0,1.0,0.9762675296655878,2002-06-12,"Nationality, Immigration and Asylum Bill"
265,CD:2002-06-13:273,0.8339622641509434,0.0,1.0,0.6113207547169811,2002-06-13,Enterprise Bill
266,CD:2002-06-13:274,1.0,1.0,1.0,1.0,2002-06-13,Enterprise Bill
267,CD:2002-06-17:275,0.9921875,1.0,1.0,0.9973958333333334,2002-06-17,Enterprise Bill
268,CD:2002-06-19:276,0.9935064935064936,1.0,1.0,0.9978354978354979,2002-06-19,World Poverty
269,CD:2002-06-19:277,1.0,0.5238095238095238,1.0,0.8412698412698413,2002-06-19,House of Lords Reform (Joint Committee)
270,CD:2002-06-24:278,1.0,0.0,1.0,0.6666666666666666,2002-06-24,Export Control Bill
271,CD:2002-06-24:279,0.993006993006993,1.0,0.0,0.6643356643356643,2002-06-24,Export Control Bill
272,CD:2002-06-24:280,0.9929078014184397,1.0,1.0,0.9976359338061466,2002-06-24,Single European Sky
273,CD:2002-06-24:281,1.0,0.0,1.0,0.6666666666666666,2002-06-24,Single European Sky
274,CD:2002-06-25:282,0.9936305732484076,1.0,1.0,0.9978768577494691,2002-06-25,Mental Health
275,CD:2002-06-25:283,0.9935275080906149,1.0,1.0,0.9978425026968716,2002-06-25,Zimbabwe
276,CD:2002-06-26:284,0.9931972789115646,1.0,1.0,0.9977324263038548,2002-06-26,Tax Credits Bill
277,CD:2002-06-27:285,0.9798994974874372,1.0,1.0,0.9932998324958123,2002-06-27,Individual Learning Accounts
278,CD:2002-07-02:286,0.9938650306748467,1.0,1.0,0.9979550102249489,2002-07-02,Funded Pensions
279,CD:2002-07-02:287,0.9938080495356038,1.0,1.0,0.9979360165118679,2002-07-02,Funded Pensions
280,CD:2002-07-03:288,0.9933554817275747,1.0,1.0,0.9977851605758582,2002-07-03,Finance Bill
281,CD:2002-07-03:289,0.9931972789115646,1.0,1.0,0.9977324263038548,2002-07-03,Finance Bill
282,CD:2002-07-03:290,0.9931972789115646,1.0,1.0,0.9977324263038548,2002-07-03,Finance Bill
283,CD:2002-07-04:291,1.0,1.0,1.0,1.0,2002-07-04,Finance Bill
284,CD:2002-07-04:292,1.0,1.0,1.0,1.0,2002-07-04,Finance Bill
285,CD:2002-07-04:293,1.0,1.0,1.0,1.0,2002-07-04,Finance Bill
286,CD:2002-07-04:294,1.0,1.0,1.0,1.0,2002-07-04,Finance Bill
287,CD:2002-07-04:295,1.0,1.0,1.0,1.0,2002-07-04,Finance Bill
288,CD:2002-07-04:296,1.0,1.0,1.0,1.0,2002-07-04,Finance Bill
289,CD:2002-07-08:297,1.0,1.0,1.0,1.0,2002-07-08,Care Homes
290,CD:2002-07-08:298,1.0,1.0,1.0,1.0,2002-07-08,Care Homes
291,CD:2002-07-09:299,0.7471264367816092,0.4,1.0,0.7157088122605364,2002-07-09,Mersey Tunnels Bill (By Order)
292,CD:2002-07-09:300,0.6,0.25,1.0,0.6166666666666667,2002-07-09,Mersey Tunnels Bill (By Order)
293,CD:2002-07-10:301,0.9934426229508196,1.0,1.0,0.9978142076502733,2002-07-10,Deferred Divisions
294,CD:2002-07-10:302,0.9934426229508196,1.0,1.0,0.9978142076502733,2002-07-10,Deferred Divisions
295,CD:2002-07-10:303,1.0,1.0,1.0,1.0,2002-07-10,Police Reform Bill [Lords]
296,CD:2002-07-10:304,1.0,1.0,1.0,1.0,2002-07-10,Police Reform Bill [Lords]
297,CD:2002-07-10:305,1.0,0.0,1.0,0.6666666666666666,2002-07-10,Police Reform Bill [Lords]
298,CD:2002-07-10:306,1.0,1.0,1.0,1.0,2002-07-10,Police Reform Bill [Lords]
299,CD:2002-07-15:307,0.9937106918238994,1.0,1.0,0.9979035639412999,2002-07-15,Education Bill
300,CD:2002-07-15:308,0.9934426229508196,1.0,1.0,0.9978142076502733,2002-07-15,Education Bill
301,CD:2002-07-15:309,0.9935691318327974,1.0,1.0,0.9978563772775991,2002-07-15,Education Bill
302,CD:2002-07-15:310,0.9935691318327974,1.0,1.0,0.9978563772775991,2002-07-15,Education Bill
303,CD:2002-07-17:311,0.9854545454545455,1.0,0.9534883720930233,0.9796476391825228,2002-07-17,Deferred Divisions
304,CD:2002-07-18:312,0.9921568627450981,1.0,1.0,0.9973856209150327,2002-07-18,Proceeds of Crime Bill
305,CD:2002-07-18:313,0.9919678714859438,1.0,1.0,0.9973226238286479,2002-07-18,Proceeds of Crime Bill
306,CD:2002-07-18:314,1.0,1.0,1.0,1.0,2002-07-18,Proceeds of Crime Bill
307,CD:2002-07-18:315,1.0,1.0,1.0,1.0,2002-07-18,Proceeds of Crime Bill
308,CD:2002-07-24:316,0.9357429718875502,1.0,0.9411764705882353,0.9589731474919286,2002-07-24,Deferred Divisions
309,CD:2002-07-24:317,0.9771863117870723,1.0,1.0,0.9923954372623575,2002-07-24,Education
310,CD:2002-07-24:318,0.992,1.0,1.0,0.9973333333333333,2002-07-24,Education
311,CD:2002-09-24:319,1.0,0.0,1.0,0.6666666666666666,2002-09-24,Iraq and Weapons of Mass Destruction
312,CD:2002-10-15:320,1.0,1.0,1.0,1.0,2002-10-15,Urban Post Office Reinvention Programme
313,CD:2002-10-16:321,0.9930555555555556,1.0,1.0,0.9976851851851851,2002-10-16,Department for Education and Skills
314,CD:2002-10-16:322,0.9929328621908127,1.0,1.0,0.9976442873969376,2002-10-16,Rural Economy
315,CD:2002-10-16:323,0.992831541218638,1.0,1.0,0.997610513739546,2002-10-16,Rural Economy
316,CD:2002-10-21:324,0.9929328621908127,0.9829059829059829,1.0,0.9919462816989318,2002-10-21,Tobacco Advertising and Promotion Bill [Lords]
317,CD:2002-10-22:325,1.0,1.0,1.0,1.0,2002-10-22,Affordable Housing
318,CD:2002-10-22:326,1.0,0.0,1.0,0.6666666666666666,2002-10-22,Nuclear Power
319,CD:2002-10-22:327,1.0,0.0,1.0,0.6666666666666666,2002-10-22,Nuclear Power
320,CD:2002-10-23:328,0.9939393939393939,1.0,1.0,0.9979797979797981,2002-10-23,National Lottery
321,CD:2002-10-28:329,0.6533333333333333,0.8823529411764706,1.0,0.8452287581699346,2002-10-28,HIV/AIDS (Africa and Asia)
322,CD:2002-10-28:330,1.0,1.0,0.84,0.9466666666666667,2002-10-28,Access To Facilities Of The House
323,CD:2002-10-28:331,1.0,1.0,1.0,1.0,2002-10-28,Human Rights Act
324,CD:2002-10-29:332,0.8816568047337278,0.7794117647058824,0.9565217391304348,0.8725301028566816,2002-10-29,Modernisation of the House of Commons
325,CD:2002-10-29:333,0.9588235294117647,0.36065573770491804,0.9183673469387755,0.7459488713518194,2002-10-29,Modernisation of the House of Commons
326,CD:2002-10-29:334,0.9363057324840764,0.09090909090909091,1.0,0.675738274464389,2002-10-29,Modernisation of the House of Commons
327,CD:2002-10-29:335,0.9567901234567902,0.7894736842105263,1.0,0.9154212692224388,2002-10-29,Modernisation of the House of Commons
328,CD:2002-10-29:336,0.7222222222222222,0.9859154929577465,1.0,0.9027125717266563,2002-10-29,Modernisation of the House of Commons
329,CD:2002-10-29:337,0.2958579881656805,0.6714285714285714,0.7142857142857143,0.5605240912933221,2002-10-29,Modernisation of the House of Commons
330,CD:2002-10-29:338,0.43283582089552236,0.6231884057971014,0.7083333333333334,0.588119186675319,2002-10-29,Modernisation of the House of Commons
331,CD:2002-10-29:339,0.2826747720364742,0.6642335766423357,0.46938775510204084,0.4720987012602836,2002-10-29,Modernisation of the House of Commons
332,CD:2002-10-29:340,0.9870550161812298,0.9090909090909091,0.8367346938775511,0.9109602063832299,2002-10-29,Modernisation of the House of Commons
333,CD:2002-10-29:341,0.9407407407407408,0.968503937007874,0.875,0.9280815592495383,2002-10-29,Modernisation of the House of Commons
334,CD:2002-10-29:342,0.9706959706959707,1.0,0.2916666666666667,0.7541208791208791,2002-10-29,Modernisation of the House of Commons
335,CD:2002-10-30:343,1.0,1.0,1.0,1.0,2002-10-30,Enterprise Bill
336,CD:2002-10-30:344,0.901060070671378,1.0,1.0,0.9670200235571261,2002-10-30,Enterprise Bill
337,CD:2002-11-04:345,0.869281045751634,0.8709677419354839,1.0,0.9134162625623726,2002-11-04,Adoption and Children Bill
338,CD:2002-11-05:346,0.9933554817275747,1.0,1.0,0.9977851605758582,2002-11-05,"Nationality, Immigration and Asylum Bill"
339,CD:2002-11-05:347,0.7266666666666667,0.0,1.0,0.5755555555555555,2002-11-05,"Nationality, Immigration and Asylum Bill"
340,CD:2002-11-05:348,0.9866666666666667,0.0,1.0,0.6622222222222223,2002-11-05,"Nationality, Immigration and Asylum Bill"
341,CD:2002-11-05:349,0.9328859060402684,1.0,1.0,0.9776286353467561,2002-11-05,"Nationality, Immigration and Asylum Bill"
342,CD:2002-11-05:350,0.972027972027972,1.0,1.0,0.9906759906759907,2002-11-05,"Nationality, Immigration and Asylum Bill"
343,CD:2002-11-05:351,0.9463087248322147,1.0,1.0,0.982102908277405,2002-11-05,"Nationality, Immigration and Asylum Bill"
344,CD:2002-11-05:352,0.9261744966442953,0.0,1.0,0.6420581655480985,2002-11-05,"Nationality, Immigration and Asylum Bill"
345,CD:2002-11-05:353,1.0,0.0,0.0,0.3333333333333333,2002-11-05,"Nationality, Immigration and Asylum Bill"
346,CD:2002-11-05:354,0.9863945578231292,1.0,1.0,0.9954648526077098,2002-11-05,"Nationality, Immigration and Asylum Bill"
347,CD:2002-11-06:355,0.9935275080906149,1.0,1.0,0.9978425026968716,2002-11-06,Animal Health Bill
348,CD:2002-11-06:356,0.9929078014184397,1.0,1.0,0.9976359338061466,2002-11-06,Animal Health Bill
349,CD:2002-11-06:357,0.993103448275862,1.0,1.0,0.9977011494252874,2002-11-06,Animal Health Bill
350,CD:2002-11-06:358,0.9932432432432432,1.0,1.0,0.9977477477477477,2002-11-06,Animal Health Bill
351,CD:2002-11-06:359,0.9929824561403509,1.0,1.0,0.9976608187134502,2002-11-06,Animal Health Bill
352,CD:2002-11-07:360,1.0,1.0,1.0,1.0,2002-11-07,"Nationality, Immigration and Asylum Bill"
353,CD:2002-11-07:361,1.0,1.0,1.0,1.0,2002-11-07,"Nationality, Immigration and Asylum Bill"
354,CD:2002-11-19:1,0.99375,1.0,1.0,0.9979166666666667,2002-11-19,"Regions, Transport and DEFRA"
355,CD:2002-11-20:2,0.9936305732484076,1.0,1.0,0.9978768577494691,2002-11-20,Home Affairs
356,CD:2002-11-20:3,1.0,0.0,1.0,0.6666666666666666,2002-11-20,Home Affairs
357,CD:2002-11-20:4,1.0,0.0,1.0,0.6666666666666666,2002-11-20,Home Affairs
358,CD:2002-11-21:5,1.0,0.0,1.0,0.6666666666666666,2002-11-21,Common Fisheries Policy
359,CD:2002-11-25:6,0.8235294117647058,1.0,1.0,0.9411764705882352,2002-11-25,UN Security Council Resolution 1441
360,CD:2002-11-26:7,1.0,1.0,1.0,1.0,2002-11-26,Regional Assemblies (Preparations) Bill
361,CD:2002-11-26:8,1.0,1.0,1.0,1.0,2002-11-26,Regional Assemblies (Preparations) Bill
362,CD:2002-11-26:9,1.0,1.0,1.0,1.0,2002-11-26,Regional Assemblies (Preparations) Bill
363,CD:2002-11-27:10,1.0,1.0,0.9230769230769231,0.9743589743589745,2002-11-27,Health (Wales) Bill
364,CD:2002-11-28:11,1.0,1.0,1.0,1.0,2002-11-28,Community Care (Delayed Discharges etc.) Bill
365,CD:2002-11-28:12,1.0,1.0,1.0,1.0,2002-11-28,Community Care (Delayed Discharges etc.) Bill
366,CD:2002-11-28:13,1.0,1.0,1.0,1.0,2002-11-28,Community Care (Delayed Discharges etc.) Bill
367,CD:2002-12-02:14,1.0,0.0,1.0,0.6666666666666666,2002-12-02,Policing (Northern Ireland)
368,CD:2002-12-03:15,1.0,1.0,1.0,1.0,2002-12-03,Communications Bill
369,CD:2002-12-03:16,1.0,1.0,1.0,1.0,2002-12-03,Communications Bill
370,CD:2002-12-04:17,0.9927272727272727,1.0,1.0,0.9975757575757576,2002-12-04,Deferred Divisions
371,CD:2002-12-04:18,1.0,0.9826086956521739,1.0,0.9942028985507246,2002-12-04,Deferred Divisions
372,CD:2002-12-04:19,0.9933554817275747,1.0,1.0,0.9977851605758582,2002-12-04,Criminal Justice Bill
373,CD:2002-12-04:20,1.0,1.0,1.0,1.0,2002-12-04,Criminal Justice Bill
374,CD:2002-12-09:21,0.99375,0.9846153846153847,1.0,0.9927884615384616,2002-12-09,Extradition Bill
375,CD:2002-12-09:22,0.9937106918238994,1.0,1.0,0.9979035639412999,2002-12-09,Extradition Bill
376,CD:2002-12-12:23,1.0,1.0,1.0,1.0,2002-12-12,"Environment, Food and Rural Affairs"
377,CD:2002-12-12:24,1.0,1.0,1.0,1.0,2002-12-12,"Environment, Food and Rural Affairs"
378,CD:2002-12-16:25,0.9937304075235109,0.9858156028368794,0.7872340425531915,0.9222600176378606,2002-12-16,Hunting Bill
379,CD:2002-12-16:26,0.9938080495356038,0.9315068493150684,0.3333333333333333,0.7528827440613353,2002-12-16,Hunting Bill
380,CD:2002-12-16:27,0.9813664596273292,0.9280575539568345,0.5813953488372093,0.8302731208071243,2002-12-16,Hunting Bill
381,CD:2002-12-16:28,0.9934640522875817,1.0,0.022222222222222223,0.6718954248366013,2002-12-16,Hunting Bill
382,CD:2002-12-16:29,0.9930555555555556,0.9560439560439561,0.8604651162790697,0.9365215426261937,2002-12-16,Hunting Bill
383,CD:2002-12-17:30,1.0,1.0,1.0,1.0,2002-12-17,Planning and Compulsory Purchase Bill
384,CD:2002-12-17:31,1.0,1.0,1.0,1.0,2002-12-17,Planning and Compulsory Purchase Bill
385,CD:2002-12-17:32,1.0,1.0,1.0,1.0,2002-12-17,Planning and Compulsory Purchase Bill
386,CD:2002-12-17:33,1.0,1.0,1.0,1.0,2002-12-17,Planning and Compulsory Purchase Bill
387,CD:2002-12-18:34,0.9925650557620818,1.0,1.0,0.9975216852540273,2002-12-18,Deferred Divisions
388,CD:2002-12-18:35,0.9934426229508196,1.0,1.0,0.9978142076502733,2002-12-18,Regional Assemblies (Preparations) Bill
389,CD:2002-12-18:36,1.0,1.0,1.0,1.0,2002-12-18,Regional Assemblies (Preparations) Bill
390,CD:2002-12-18:37,0.9797979797979798,1.0,1.0,0.9932659932659932,2002-12-18,Regional Assemblies (Preparations) Bill
391,CD:2003-01-07:38,1.0,1.0,1.0,1.0,2003-01-07,Local Government Bill
392,CD:2003-01-07:39,1.0,1.0,1.0,1.0,2003-01-07,Local Government Bill
393,CD:2003-01-07:40,1.0,1.0,1.0,1.0,2003-01-07,Local Government Bill
394,CD:2003-01-07:41,1.0,1.0,1.0,1.0,2003-01-07,Local Government Bill
395,CD:2003-01-08:42,1.0,1.0,1.0,1.0,2003-01-08,Foundation Hospitals
396,CD:2003-01-08:43,1.0,1.0,1.0,1.0,2003-01-08,Foundation Hospitals
397,CD:2003-01-09:44,1.0,1.0,1.0,1.0,2003-01-09,Health (Wales) Bill
398,CD:2003-01-09:45,1.0,1.0,1.0,1.0,2003-01-09,Health (Wales) Bill
399,CD:2003-01-13:46,1.0,1.0,1.0,1.0,2003-01-13,Criminal Justice System
400,CD:2003-01-13:47,1.0,1.0,1.0,1.0,2003-01-13,Drugs Policy
401,CD:2003-01-13:48,1.0,1.0,1.0,1.0,2003-01-13,Drugs Policy
402,CD:2003-01-14:49,1.0,1.0,1.0,1.0,2003-01-14,Future Of Education In Northern Ireland
403,CD:2003-01-15:50,0.9940119760479041,1.0,1.0,0.9980039920159681,2003-01-15,Community Care (Delayed Discharges etc.) Bill
404,CD:2003-01-15:51,0.9936908517350158,1.0,1.0,0.9978969505783386,2003-01-15,Community Care (Delayed Discharges etc.) Bill
405,CD:2003-01-15:52,0.9936908517350158,1.0,1.0,0.9978969505783386,2003-01-15,Community Care (Delayed Discharges etc.) Bill
406,CD:2003-01-15:53,1.0,1.0,1.0,1.0,2003-01-15,Community Care (Delayed Discharges etc.) Bill
407,CD:2003-01-15:54,0.9876160990712074,1.0,1.0,0.9958720330237357,2003-01-15,Community Care (Delayed Discharges etc.) Bill
408,CD:2003-01-16:55,0.9930555555555556,1.0,1.0,0.9976851851851851,2003-01-16,Fisheries
409,CD:2003-01-20:56,0.9935897435897436,1.0,1.0,0.9978632478632479,2003-01-20,Occupational Pensions
410,CD:2003-01-20:57,0.993485342019544,1.0,1.0,0.997828447339848,2003-01-20,Food Supplements Directive
411,CD:2003-01-20:58,0.9934640522875817,1.0,1.0,0.9978213507625272,2003-01-20,Food Supplements Directive
412,CD:2003-01-22:59,1.0,1.0,1.0,1.0,2003-01-22,Defence in the World
413,CD:2003-01-23:60,1.0,1.0,1.0,1.0,2003-01-23,Regional Assemblies (Preparations) Bill (Programme) (No. 3)
414,CD:2003-01-23:61,1.0,1.0,1.0,1.0,2003-01-23,Regional Assemblies (Preparations) Bill
415,CD:2003-01-23:62,1.0,1.0,1.0,1.0,2003-01-23,Regional Assemblies (Preparations) Bill
416,CD:2003-01-23:63,1.0,1.0,1.0,1.0,2003-01-23,Regional Assemblies (Preparations) Bill
417,CD:2003-01-23:64,1.0,1.0,1.0,1.0,2003-01-23,Regional Assemblies (Preparations) Bill
418,CD:2003-01-23:65,1.0,1.0,1.0,1.0,2003-01-23,Regional Assemblies (Preparations) Bill
419,CD:2003-01-27:66,0.9935483870967742,1.0,1.0,0.9978494623655915,2003-01-27,Electricity (Miscellaneous Provisions) Bill
420,CD:2003-01-27:67,0.9935275080906149,1.0,1.0,0.9978425026968716,2003-01-27,Electricity (Miscellaneous Provisions) Bill
421,CD:2003-01-28:68,1.0,1.0,1.0,1.0,2003-01-28,Railways and Transport Safety Bill
422,CD:2003-01-28:69,0.9904306220095693,0.9245283018867925,1.0,0.9716529746321205,2003-01-28,Lord Chancellor's Department
423,CD:2003-01-31:70,0.0,1.0,1.0,0.6666666666666666,2003-01-31,Company Directors' Performance and Compensation Bill
424,CD:2003-02-03:71,0.993006993006993,1.0,1.0,0.9976689976689976,2003-02-03,European Parliament (Representation) Bill
425,CD:2003-02-03:72,0.9930313588850174,1.0,1.0,0.9976771196283392,2003-02-03,European Parliament (Representation) Bill
426,CD:2003-02-03:73,1.0,1.0,1.0,1.0,2003-02-03,European Parliament (Representation) Bill
427,CD:2003-02-03:74,1.0,1.0,1.0,1.0,2003-02-03,European Parliament (Representation) Bill
428,CD:2003-02-04:75,0.07647058823529412,0.9722222222222222,0.88,0.6428976034858388,2003-02-04,House of Lords Reform
429,CD:2003-02-04:76,0.014326647564469915,0.19718309859154928,0.8775510204081632,0.36302025552139416,2003-02-04,House of Lords Reform
430,CD:2003-02-04:77,0.11239193083573487,0.13432835820895522,0.7021276595744681,0.3162826495397194,2003-02-04,House of Lords Reform
431,CD:2003-02-04:78,0.12790697674418605,0.013888888888888888,0.8775510204081632,0.33978229534707943,2003-02-04,House of Lords Reform
432,CD:2003-02-04:79,0.13544668587896252,0.3194444444444444,0.75,0.40163037677446894,2003-02-04,House of Lords Reform
433,CD:2003-02-05:80,0.9941520467836257,1.0,1.0,0.9980506822612085,2003-02-05,Police
434,CD:2003-02-05:81,1.0,1.0,1.0,1.0,2003-02-05,Local Government Finance
435,CD:2003-02-06:82,1.0,1.0,1.0,1.0,2003-02-06,Electricity (Miscellaneous Provisions) Bill
436,CD:2003-02-06:83,1.0,1.0,1.0,1.0,2003-02-06,Electricity (Miscellaneous Provisions) Bill
437,CD:2003-02-06:84,1.0,1.0,1.0,1.0,2003-02-06,Electricity (Miscellaneous Provisions) Bill
438,CD:2003-02-06:85,1.0,1.0,1.0,1.0,2003-02-06,Electricity (Miscellaneous Provisions) Bill
439,CD:2003-02-10:86,1.0,1.0,1.0,1.0,2003-02-10,Police (Northern Ireland) Bill [Lords]
440,CD:2003-02-11:87,1.0,0.9642857142857143,1.0,0.9880952380952381,2003-02-11,Northern Ireland
441,CD:2003-02-12:88,1.0,1.0,1.0,1.0,2003-02-12,Economy and Public Services
442,CD:2003-02-12:89,0.9934640522875817,1.0,1.0,0.9978213507625272,2003-02-12,Economy and Public Services
443,CD:2003-02-12:90,0.9922178988326849,1.0,1.0,0.9974059662775616,2003-02-12,Mid-Term Review of the Common Agricultural Policy
444,CD:2003-02-12:91,0.9920634920634921,1.0,1.0,0.9973544973544973,2003-02-12,Mid-Term Review of the Common Agricultural Policy
445,CD:2003-02-24:92,0.9931506849315068,1.0,1.0,0.997716894977169,2003-02-24,Industrial Development (Financial Assistance) Bill
446,CD:2003-02-25:93,0.9933333333333333,1.0,1.0,0.9977777777777778,2003-02-25,Communications Bill
447,CD:2003-02-25:94,0.9934426229508196,1.0,1.0,0.9978142076502733,2003-02-25,Communications Bill
448,CD:2003-02-25:95,0.9930795847750865,1.0,1.0,0.9976931949250288,2003-02-25,Communications Bill
449,CD:2003-02-26:96,0.35501355013550134,0.8115942028985508,1.0,0.722202584344684,2003-02-26,Iraq
450,CD:2003-02-26:97,0.6463414634146342,1.0,1.0,0.8821138211382115,2003-02-26,Iraq
451,CD:2003-03-04:100,0.993127147766323,1.0,1.0,0.997709049255441,2003-03-04,Communications Bill
452,CD:2003-03-04:98,0.9930555555555556,1.0,1.0,0.9976851851851851,2003-03-04,Communications Bill
453,CD:2003-03-04:99,1.0,1.0,1.0,1.0,2003-03-04,Communications Bill
454,CD:2003-03-05:101,0.9935691318327974,1.0,1.0,0.9978563772775991,2003-03-05,Local Government Bill
455,CD:2003-03-05:102,0.9932659932659933,1.0,1.0,0.9977553310886643,2003-03-05,Local Government Bill
456,CD:2003-03-05:103,1.0,0.0,1.0,0.6666666666666666,2003-03-05,Local Government Bill
457,CD:2003-03-05:104,0.9851851851851852,1.0,1.0,0.9950617283950617,2003-03-05,Local Government Bill
458,CD:2003-03-07:105,0.9310344827586207,1.0,1.0,0.9770114942528735,2003-03-07,Retirement Income Reform Bill
459,CD:2003-03-07:106,0.8571428571428571,1.0,1.0,0.9523809523809524,2003-03-07,Retirement Income Reform Bill
460,CD:2003-03-10:107,0.9931506849315068,1.0,1.0,0.997716894977169,2003-03-10,Local Government Bill
461,CD:2003-03-10:108,0.9803921568627451,0.904,1.0,0.9614640522875817,2003-03-10,Local Government Bill
462,CD:2003-03-10:109,0.9801980198019802,0.5384615384615384,1.0,0.8395531860878395,2003-03-10,Local Government Bill
463,CD:2003-03-10:110,0.896551724137931,0.0,1.0,0.632183908045977,2003-03-10,Local Government Bill
464,CD:2003-03-10:111,0.9933774834437086,1.0,1.0,0.9977924944812363,2003-03-10,Local Government Bill
465,CD:2003-03-11:112,0.9603960396039604,1.0,1.0,0.9867986798679867,2003-03-11,Specialist Schools (Selection by Aptitude)
466,CD:2003-03-12:113,1.0,1.0,1.0,1.0,2003-03-12,Deferred Divisions
467,CD:2003-03-14:114,0.0,1.0,1.0,0.6666666666666666,2003-03-14,Government Powers (Limitation) Bill
468,CD:2003-03-17:115,1.0,1.0,1.0,1.0,2003-03-17,Northern Ireland Assembly Elections Bill
469,CD:2003-03-17:116,0.9875,1.0,1.0,0.9958333333333332,2003-03-17,Personal Statement
470,CD:2003-03-18:117,0.2770448548812665,0.8133333333333334,1.0,0.6967927294048666,2003-03-18,Iraq
471,CD:2003-03-18:118,0.5029940119760479,0.9724137931034482,1.0,0.8251359350264987,2003-03-18,Iraq
472,CD:2003-03-19:119,1.0,1.0,1.0,1.0,2003-03-19,Community Care (Delayed Discharges Etc.) Bill
473,CD:2003-03-19:120,0.9818731117824774,1.0,1.0,0.9939577039274924,2003-03-19,Community Care (Delayed Discharges Etc.) Bill
474,CD:2003-03-19:121,0.9939759036144579,1.0,1.0,0.9979919678714859,2003-03-19,Community Care (Delayed Discharges Etc.) Bill
475,CD:2003-03-19:122,0.9939024390243902,1.0,1.0,0.9979674796747968,2003-03-19,Community Care (Delayed Discharges Etc.) Bill
