member_id,constituency,date_of_birth,days_service,first_start_date,gender,list_name,party
48,Basingstoke,1943-01-08,7872,1983-06-09,M,"Hunter, Mr Andrew",Democratic Unionist Party
32,Braintree,1945-09-02,2868,1997-05-01,M,"Hurst, Mr Alan",Labour
494,Barrow and Furness,1955-05-06,4693,1992-04-09,M,"Hutton of Furness, L.",Labour
438,Bolton South East,1940-07-05,2868,1997-05-01,M,"Iddon, Dr Brian",Labour
386,Barnsley Central,1955-04-09,6433,1987-06-11,M,"Illsley, Mr Eric",Labour
593,East Kilbride,1947-02-01,6433,1987-06-11,M,"Ingram, Mr Adam",Labour
1476,Ogmore,1963-01-22,1142,2002-02-14,M,"Irranca-Davies, Huw",Labour
468,Fylde,1946-09-17,6433,1987-06-11,M,"Jack, Mr Michael",Conservative
175,Hampstead and Highgate,1936-05-09,4693,1992-04-09,F,"Jackson, Glenda",Labour
399,"Sheffield, Hillsborough",1939-05-19,4693,1992-04-09,F,"Jackson, Helen",Labour
97,Wantage,1946-09-24,7872,1983-06-09,M,"Jackson, Mr Robert",Labour
232,"Plymouth, Devonport",1947-05-18,4693,1992-04-09,M,"Jamieson, Mr David",Labour
40,North Essex,1959-04-09,4693,1992-04-09,M,"Jenkin, Mr Bernard",Conservative
289,Tamworth,1942-09-19,3230,1996-04-11,M,"Jenkins, Mr Brian",Labour
376,Kingston upon Hull West and Hessle,1950-05-17,2868,1997-05-01,M,"Johnson, Alan",Labour
1423,Henley,1964-06-19,1394,2001-06-07,M,"Johnson, Boris",Conservative
74,Welwyn Hatfield,1955-02-05,2868,1997-05-01,F,"Johnson, Miss Melanie",Labour
432,Warrington North,1954-12-24,2868,1997-05-01,F,"Jones, Helen",Labour
560,Cardiff Central,1954-04-19,4693,1992-04-09,M,"Jones, Mr Jon Owen",Labour
1438,North Durham,1964-04-25,1394,2001-06-07,M,"Jones, Mr Kevan",Labour
303,"Birmingham, Selly Oak",1951-04-26,4693,1992-04-09,F,"Jones, Lynne",Labour
531,Clwyd South,1947-03-01,6433,1987-06-11,M,"Jones, Mr Martyn",Labour
248,Cheltenham,1948-03-30,4693,1992-04-09,M,"Jones of Cheltenham, L.",Liberal Democrat
159,Dulwich and West Norwood,1947-09-17,4693,1992-04-09,F,"Jowell, B.",Labour
603,Falkirk West,1960-10-13,1538,2000-12-21,M,"Joyce, Eric",Labour
451,"Manchester, Gorton",1930-06-21,12518,1970-06-18,M,"Kaufman, Sir Gerald",Labour
354,Northampton North,1951-10-13,2868,1997-05-01,F,"Keeble, Ms Sally",Labour
169,Feltham and Heston,1937-11-25,4693,1992-04-09,M,"Keen, Alan",Labour
148,Brentford and Isleworth,1948-11-26,2868,1997-05-01,F,"Keen, Ann",Labour
266,Hereford,1961-05-21,2868,1997-05-01,M,"Keetch, Mr Paul",Liberal Democrat
439,Bolton West,1968-05-09,2868,1997-05-01,F,"Kelly, Ruth",Labour
519,Houghton and Washington East,1958-09-01,2868,1997-05-01,M,"Kemp, Mr Fraser",Labour
634,"Ross, Skye and Inverness West",1959-11-25,7872,1983-06-09,M,"Kennedy, Mr Charles",Liberal Democrat
486,"Liverpool, Wavertree",1958-05-04,4693,1992-04-09,F,"Kennedy, Jane",Labour
262,Salisbury,1945-04-22,7872,1983-06-09,M,"Key, Robert",Conservative
162,"Ealing, Southall",1924-11-20,4693,1992-04-09,M,"Khabra, Mr Piara S",Labour
283,Stafford,1955-03-21,2868,1997-05-01,M,"Kidney, Mr David",Labour
485,"Liverpool, Walton",1946-06-09,4949,1991-07-04,M,"Kilfoyle, Mr Peter",Labour
292,Rugby and Kenilworth,1948-09-14,2868,1997-05-01,M,"King, Andy",Labour
143,Bethnal Green and Bow,1967-10-22,2868,1997-05-01,F,"King of Bow, B.",Labour
265,Bromsgrove,1960-06-05,2868,1997-05-01,F,"Kirkbride, Julie",Conservative
635,Roxburgh and Berwickshire,1946-04-22,7872,1983-06-09,M,"Kirkwood of Kirkhope, L.",Liberal Democrat
1200,East Yorkshire,1949-04-04,6398,1983-06-09,M,"Knight, Sir Greg",Conservative
4160,South Dorset,1965-03-06,1394,2001-06-07,M,"Knight of Weymouth, L.",Labour
502,Middlesbrough South and East Cleveland,1956-05-28,2998,1991-11-07,M,"Kumar, Dr Ashok",Labour
90,South Thanet,1952-11-06,2868,1997-05-01,M,"Ladyman, Dr Stephen",Labour
36,Epping Forest,1958-02-01,2868,1997-05-01,F,"Laing, Mrs Eleanor",Conservative
142,Beckenham,1947-12-16,4490,1992-04-09,F,"Lait, Mrs Jacqui",Conservative
1439,North Norfolk,1957-09-16,1394,2001-06-07,M,"Lamb, Norman",Liberal Democrat
206,Tottenham,1972-07-19,1720,2000-06-22,M,"Lammy, Mr David",Labour
123,South Cambridgeshire,1956-12-11,2868,1997-05-01,M,"Lansley, L.",Conservative
540,Preseli Pembrokeshire,1948-08-09,2868,1997-05-01,F,"Lawrence, Mrs Jackie",Labour
1473,Yeovil,1965-11-30,1394,2001-06-07,M,"Laws, Mr David",Liberal Democrat
327,Derby North,1944-09-07,2868,1997-05-01,M,"Laxton, Mr Bob",Labour
1411,Edinburgh North and Leith,1953-08-08,1394,2001-06-07,M,"Lazarowicz, Mark",Labour
345,Gainsborough,1950-07-20,7872,1983-06-09,M,"Leigh, Sir Edward",Conservative
24,"Brighton, Pavilion",1945-09-15,2868,1997-05-01,M,"Lepper, David",Labour
422,Shipley,1972-06-28,2868,1997-05-01,M,"Leslie, Mr Chris",Labour
247,West Dorset,1956-05-19,2868,1997-05-01,M,"Letwin, Sir Oliver",Conservative
330,High Peak,1954-04-10,2868,1997-05-01,M,"Levitt, Tom",Labour
441,Bury South,1967-03-04,2868,1997-05-01,M,"Lewis, Mr Ivan",Labour
54,New Forest East,1951-09-26,2868,1997-05-01,M,"Lewis, Dr Julian",Conservative
461,Worsley,1935-12-29,7872,1983-06-09,M,"Lewis, Mr Terry",Labour
573,Airdrie and Shotts,1950-12-06,3881,1994-06-30,F,"Liddell of Coatdyke, B.",Labour
1396,Bridgwater,1959-02-23,1394,2001-06-07,M,"Liddell-Grainger, Mr Ian",Conservative
15,Aylesbury,1956-06-30,4693,1992-04-09,M,"Lidington, Mr David",Conservative
68,Hitchin and Harpenden,1943-08-23,7872,1983-06-09,M,"Lilley, Mr Peter",Conservative
141,Battersea,1944-08-11,2868,1997-05-01,M,"Linton, Martin",Labour
450,Manchester Central,1950-02-25,7872,1983-06-09,M,"Lloyd, Tony",Labour
549,Meirionnydd Nant Conwy,1951-09-26,4693,1992-04-09,M,"Llwyd, Mr Elfyn",Plaid Cymru
259,Devizes,1945-07-07,7807,1974-02-28,M,"Lothian, M.",Conservative
114,East Worthing and Shoreham,1962-05-30,2868,1997-05-01,M,"Loughton, Tim",Conservative
164,Edmonton,1949-03-21,2868,1997-05-01,M,"Love, Mr Andrew",Labour
1470,Wrexham,1960-09-18,1394,2001-06-07,M,"Lucas, Ian C.",Labour
268,Mid Worcestershire,1955-02-18,4693,1992-04-09,M,"Luff, Sir Peter",Conservative
1407,Dundee East,1951-10-08,1394,2001-06-07,M,"Luke, Mr Iain",Labour
1457,Strathkelvin and Bearsden,1949-07-11,1394,2001-06-07,M,"Lyons, Mr John",Labour
4158,"Glasgow, Rutherglen",1943-12-14,6433,1987-06-11,M,"McAvoy, L.",Labour
298,"Birmingham, Hall Green",1955-08-04,2868,1997-05-01,M,"McCabe, Steve",Labour
405,Calder Valley,1945-10-14,2868,1997-05-01,F,"McCafferty, Chris",Labour
448,Makerfield,1951-04-25,6433,1987-06-11,M,"McCartney, Sir Ian",Labour
193,Mitcham and Morden,1960-02-20,2868,1997-05-01,F,"McDonagh, Siobhain",Labour
641,Western Isles,1956-05-07,6433,1987-06-11,M,"MacDonald, Dr Calum",Labour
178,Hayes and Harlington,1951-09-08,2868,1997-05-01,M,"McDonnell, John",Labour
1402,Central Fife,1947-12-08,1394,2001-06-07,M,"MacDougall, Mr John",Labour
4148,Dumbarton,1944-10-04,6433,1987-06-11,M,"McFall of Alcluith, L.",Labour
656,South Down,1935-06-03,6433,1987-06-11,M,"McGrady, Mr Eddie",Social Democratic & Labour Party
651,Mid Ulster,1950-05-23,2868,1997-05-01,M,"McGuinness, Mr Martin",Sinn Féin
636,Stirling,1949-05-26,2868,1997-05-01,F,"McGuire, Dame Anne",Labour
384,Vale of York,1954-09-20,2868,1997-05-01,F,"McIntosh of Pickering, B.",Conservative
370,Cleethorpes,1960-04-03,2868,1997-05-01,F,"McIsaac, Shona",Labour
7,Bracknell,1949-08-27,8609,1977-03-31,M,"Mackay, Mr Andrew",Conservative
1419,"Glasgow, Maryhill",1961-04-22,1394,2001-06-07,F,"McKechin, Ann",Labour
584,Cumbernauld and Kilsyth,1941-05-08,2868,1997-05-01,F,"McKenna, Rosemary",Labour
45,Thurrock,1949-04-24,4693,1992-04-09,M,"Mackinlay, Andrew",Labour
333,West Derbyshire,1957-11-30,6808,1986-05-08,M,"McLoughlin, Sir Patrick",Conservative
375,Kingston upon Hull North,1934-09-05,14080,1966-01-27,M,"McNamara, Mr Kevin",Labour
176,Harrow East,1958-11-03,2868,1997-05-01,M,"McNulty, Mr Tony",Labour
393,Rotherham,1948-05-21,3937,1994-05-05,M,"MacShane, Mr Denis",Labour
12,Slough,1953-09-12,2868,1997-05-01,F,"Mactaggart, Fiona",Labour
65,Hemel Hempstead,1945-03-20,2868,1997-05-01,M,"McWalter, Mr Tony",Labour
517,Blaydon,1941-05-16,9343,1979-05-03,M,"McWilliam, Mr John",Labour
1392,"Birmingham, Perry Barr",1961-07-13,1394,2001-06-07,M,"Mahmood, Mr Khalid",Labour
409,Halifax,1937-09-28,6433,1987-06-11,F,"Mahon, Alice",Labour
109,Woking,1945-07-31,6047,1983-06-09,M,"Malins, Mr Humfrey",Conservative
324,Amber Valley,1951-07-10,2868,1997-05-01,F,"Mallaber, Judy",Labour
652,Newry and Armagh,1936-08-17,6913,1986-01-23,M,"Mallon, Mr Seamus",Social Democratic & Labour Party
1387,Bassetlaw,1960-01-10,1394,2001-06-07,M,"Mann, John",Labour
4162,Stratford-on-Avon,1943-04-22,6047,1983-06-09,M,"Maples, L.",Conservative
1468,Wolverhampton South West,1955-04-08,1394,2001-06-07,M,"Marris, Rob",Labour
465,Blackpool South,1953-11-28,2868,1997-05-01,M,"Marsden, Gordon",Labour
275,Shrewsbury and Atcham,1968-03-18,2868,1997-05-01,M,"Marsden, Mr Paul",Liberal Democrat
613,"Glasgow, Shettleston",1941-05-07,9343,1979-05-03,M,"Marshall, Mr David",Labour
339,Not serving on 2005-04-01,1941-03-13,9235,1974-10-10,M,"Marshall, Mr Jim",Labour
86,Medway,1944-04-10,2868,1997-05-01,M,"Marshall-Andrews, Mr Robert",Labour
3899,"Glasgow, Springburn",1945-07-03,9343,1979-05-03,M,"Martin of Springburn, L.",Speaker
495,Carlisle,1949-01-03,6433,1987-06-11,M,"Martlew, Mr Eric",Labour
49,East Hampshire,1934-06-09,10983,1974-10-10,M,"Mates, Mr Michael",Conservative
115,Horsham,1953-07-04,6047,1983-06-09,M,"Maude of Horsham, L.",Conservative
121,North West Cambridgeshire,1940-07-26,9343,1979-05-03,M,"Mawhinney, L.",Conservative
8,Maidenhead,1956-10-01,2868,1997-05-01,F,"May, Mrs Theresa",Conservative
454,Oldham West and Royton,1939-11-04,12518,1970-06-18,M,"Meacher, Mr Michael",Labour
361,Mansfield,1949-07-31,6433,1987-06-11,M,"Meale, Sir Alan",Labour
1435,Newark,1956-06-26,1394,2001-06-07,M,"Mercer, Patrick",Conservative
347,Lincoln,1959-04-12,2868,1997-05-01,F,"Merron, Gillian",Labour
562,Cardiff South and Penarth,1943-08-22,6433,1987-06-11,M,"Michael, Alun",Labour
507,Darlington,1958-01-27,4693,1992-04-09,M,"Milburn, Mr Alan",Labour
1452,South Shields,1965-07-15,1394,2001-06-07,M,"Miliband, David",Labour
428,Ellesmere Port and Neston,1949-03-23,4693,1992-04-09,M,"Miller, Andrew",Labour
1211,Sutton Coldfield,1956-03-23,4959,1987-06-11,M,"Mitchell, Mr Andrew",Conservative
372,Great Grimsby,1934-09-19,10052,1977-04-28,M,"Mitchell, Austin",Labour
1410,East Lothian,1958-03-30,1394,2001-06-07,F,"Moffat, Anne",Labour
113,Crawley,1954-04-09,2868,1997-05-01,F,"Moffatt, Laura",Labour
1475,Ipswich,1958-03-16,1226,2001-11-22,M,"Mole, Chris",Labour
621,Kirkcaldy,1947-02-25,6433,1987-06-11,M,"Moonie, L.",Labour
638,"Tweeddale, Ettrick and Lauderdale",1965-06-03,2868,1997-05-01,M,"Moore, Michael",Liberal Democrat
3,Luton South,1955-04-24,2868,1997-05-01,F,"Moran, Margaret",Labour
561,Cardiff North,1944-11-02,2868,1997-05-01,F,"Morgan, Julie",Labour
377,Scunthorpe,1952-07-06,6433,1987-06-11,M,"Morley, Mr Elliot",Labour
305,"Birmingham, Yardley",1952-06-17,4693,1992-04-09,F,"Morris of Yardley, B.",Labour
120,North East Cambridgeshire,1943-03-06,6433,1987-06-11,M,"Moss, Mr Malcolm",Conservative
406,Colne Valley,1954-01-12,2868,1997-05-01,F,"Mountford, Kali",Labour
414,Leeds East,1945-02-06,4693,1992-04-09,M,"Mudie, Mr George",Labour
527,Sunderland South,1947-12-12,6433,1987-06-11,M,"Mullin, Mr Chris",Labour
1448,"Sheffield, Heeley",1959-08-24,1394,2001-06-07,F,"Munn, Meg",Labour
516,Wansbeck,1948-11-02,2868,1997-05-01,M,"Murphy, Mr Denis",Labour
595,Eastwood,1967-08-23,2868,1997-05-01,M,"Murphy, Mr Jim",Labour
546,Torfaen,1948-11-25,6433,1987-06-11,M,"Murphy of Torfaen, L.",Labour
1466,Westbury,1961-04-24,1394,2001-06-07,M,"Murrison, Dr Andrew",Conservative
216,Bristol North West,1941-04-01,2868,1997-05-01,M,"Naysmith, Dr Doug",Labour
92,Tunbridge Wells,1954-05-01,2868,1997-05-01,M,"Norman, Mr Archie",Conservative
221,Wansdyke,1960-01-28,2868,1997-05-01,M,"Norris, Dan",Labour
63,Winchester,1964-03-08,2823,1997-05-01,M,"Oaten, Mr Mark",Liberal Democrat
419,Normanton,1929-01-25,7872,1983-06-09,M,"O'Brien, Sir Bill",Labour
290,North Warwickshire,1954-06-19,4693,1992-04-09,M,"O'Brien, Mr Mike",Labour
427,Eddisbury,1957-04-01,2056,1999-07-22,M,"O'Brien, Mr Stephen",Conservative
482,Knowsley South,1937-10-01,5229,1990-09-27,M,"O'Hara, Mr Edward",Labour
291,Nuneaton,1942-05-09,4693,1992-04-09,M,"Olner, Mr Bill",Labour
629,Ochil,1945-01-06,9343,1979-05-03,M,"O'Neill of Clackmannan, L.",Labour
559,Montgomeryshire,1965-03-02,2868,1997-05-01,M,"Öpik, Lembit",Liberal Democrat
250,Forest of Dean,1952-02-21,2868,1997-05-01,F,"Organ, Diana",Labour
1458,Tatton,1971-05-23,1394,2001-06-07,M,"Osborne, Mr George",Conservative
576,Ayr,1956-02-23,2868,1997-05-01,F,"Osborne, Sandra",Labour
157,Croydon South,1945-05-24,6132,1983-06-09,M,"Ottaway, Sir Richard",Conservative
1474,Ynys Môn,1959-08-10,1394,2001-06-07,M,"Owen, Albert",Labour
70,South West Hertfordshire,1941-02-22,10003,1976-11-04,M,"Page, Mr Richard",Conservative
124,South East Cambridgeshire,1949-04-24,6433,1987-06-11,M,"Paice, Sir James",Conservative
359,Broxtowe,1950-02-05,2868,1997-05-01,M,"Palmer, Dr Nick",Labour
274,North Shropshire,1956-06-24,2868,1997-05-01,M,"Paterson, Mr Owen",Conservative
310,Dudley South,1959-04-05,3713,1994-12-15,M,"Pearson, Ian",Labour
183,Ilford North,1947-06-29,2868,1997-05-01,F,"Perham, Linda",Labour
33,Brentwood and Ongar,1952-04-20,4693,1992-04-09,M,"Pickles, Sir Eric",Conservative
477,West Lancashire,1944-09-13,4693,1992-04-09,M,"Pickthall, Mr Colin",Labour
466,Burnley,1937-06-26,7872,1983-06-09,M,"Pike, Mr Peter",Labour
294,Warwick and Leamington,1954-06-23,2868,1997-05-01,M,"Plaskitt, Mr James",Labour
71,St Albans,1944-04-27,2868,1997-05-01,M,"Pollard, Mr Kerry",Labour
84,Gravesham,1952-09-25,2868,1997-05-01,M,"Pond, Mr Chris",Labour
469,Hyndburn,1960-08-29,4693,1992-04-09,M,"Pope, Mr Greg",Labour
187,Kensington and Chelsea,1953-05-26,6381,1984-12-13,M,"Portillo, Mr Michael",Conservative
161,Ealing North,1948-07-03,2868,1997-05-01,M,"Pound, Stephen",Labour
555,Not serving on 2005-04-01,1928-06-19,8132,1979-05-03,M,"Powell, Sir Raymond",Labour
191,Lewisham East,1952-12-28,4693,1992-04-09,F,"Prentice, Bridget",Labour
472,Pendle,1951-01-28,4693,1992-04-09,M,"Prentice, Mr Gordon",Labour
374,Kingston upon Hull East,1938-05-31,12518,1970-06-18,M,"Prescott, L.",Labour
1401,Carmarthen East and Dinefwr,1968-09-23,1394,2001-06-07,M,"Price, Adam",Plaid Cymru
217,Bristol South,1954-05-02,6433,1987-06-11,F,"Primarolo, B.",Labour
1424,Hertford and Stortford,1962-06-12,1394,2001-06-07,M,"Prisk, Mr Mark",Conservative
80,Dover,1943-04-27,2868,1997-05-01,M,"Prosser, Gwyn",Labour
1454,Southport,1948-06-28,1394,2001-06-07,M,"Pugh, John",Liberal Democrat
321,Wolverhampton North East,1939-01-08,4693,1992-04-09,M,"Purchase, Mr Ken",Labour
1455,Stalybridge and Hyde,1970-03-02,1394,2001-06-07,M,"Purnell, James",Labour
518,Gateshead East and Washington West,1944-11-26,6433,1987-06-11,F,"Quin, B.",Labour
381,Scarborough and Whitby,1956-12-25,2868,1997-05-01,M,"Quinn, Lawrie",Labour
37,Harlow,1959-10-10,2868,1997-05-01,M,"Rammell, Bill",Labour
209,Uxbridge,1955-08-05,2777,1997-07-31,M,"Randall, Sir John",Conservative
58,Portsmouth North,1942-04-17,2868,1997-05-01,M,"Rapson, Syd",Labour
171,Greenwich and Woolwich,1945-01-28,5096,1986-04-10,M,"Raynsford, Mr Nick",Labour
14,Wokingham,1951-06-15,6433,1987-06-11,M,"Redwood, John",Conservative
341,Loughborough,1964-09-17,2868,1997-05-01,M,"Reed, Mr Andy",Labour
1385,Argyll and Bute,1954-08-07,1394,2001-06-07,M,"Reid, Mr Alan",Liberal Democrat
617,Hamilton North and Bellshill,1947-05-08,6433,1987-06-11,M,"Reid of Cardowan, L.",Labour
9,Newbury,1949-04-15,4301,1993-05-06,M,"Rendel, Mr David",Liberal Democrat
139,West Suffolk,1946-09-24,4693,1992-04-09,M,"Risby, L.",Conservative
334,Blaby,1951-07-17,4693,1992-04-09,M,"Robathan, L.",Conservative
1433,Moray,1969-09-28,1394,2001-06-07,M,"Robertson, Angus",Scottish National Party
1415,Faversham and Mid Kent,1962-10-09,1394,2001-06-07,M,"Robertson, Sir Hugh",Conservative
605,"Glasgow, Anniesland",1952-04-17,1566,2000-11-23,M,"Robertson, John",Labour
253,Tewkesbury,1958-03-29,2868,1997-05-01,M,"Robertson, Mr Laurence",Conservative
307,Coventry North West,1938-05-25,10472,1976-03-04,M,"Robinson, Mr Geoffrey",Labour
1456,Strangford,1949-09-06,1394,2001-06-07,F,"Robinson, Mrs Iris",Democratic Unionist Party
642,Belfast East,1948-12-29,9306,1979-05-03,M,"Robinson, Mr Peter",Democratic Unionist Party
182,Hornsey and Wood Green,1954-04-13,4693,1992-04-09,F,"Roche, Mrs Barbara",Labour
64,Broxbourne,1936-07-15,7872,1983-06-09,F,"Roe, Dame Marion",Conservative
402,Bradford North,1950-11-11,5187,1990-11-08,M,"Rooney, Mr Terry",Labour
1447,Romford,1966-03-17,1394,2001-06-07,M,"Rosindell, Andrew",Conservative
590,Dundee West,1942-07-27,9343,1979-05-03,M,"Ross, Mr Ernie",Labour
626,Motherwell and Wishaw,1958-08-29,2868,1997-05-01,M,"Roy, Mr Frank",Labour
534,Vale of Clwyd,1958-07-18,2868,1997-05-01,M,"Ruane, Chris",Labour
190,"Lewisham, Deptford",1943-12-28,6433,1987-06-11,F,"Ruddock, Dame Joan",Labour
133,Bury St Edmunds,1962-04-18,2868,1997-05-01,M,"Ruffley, Mr David",Conservative
35,Colchester,1946-03-31,2868,1997-05-01,M,"Russell, Sir Bob",Liberal Democrat
424,City of Chester,1945-03-25,2868,1997-05-01,F,"Russell, Christine",Labour
166,Enfield North,1955-09-08,2868,1997-05-01,F,"Ryan, Joan",Labour
577,Banff and Buchan,1954-12-31,6433,1987-06-11,M,"Salmond, Alex",Scottish National Party
11,Reading West,1954-04-19,2868,1997-05-01,M,"Salter, Martin",Labour
237,Torbay,1959-04-25,2868,1997-05-01,M,"Sanders, Mr Adrian",Liberal Democrat
608,"Glasgow, Govan",1952-08-18,2868,1997-05-01,M,"Sarwar, Mr Mohammad",Labour
571,Aberdeen North,1946-05-09,2868,1997-05-01,M,"Savidge, Mr Malcolm",Labour
353,Kettering,1950-06-26,2868,1997-05-01,M,"Sawford, Phil",Labour
4,Mid Bedfordshire,1948-03-20,6047,1983-06-09,M,"Sayeed, Mr Jonathan",Independent Conservative
173,Hackney South and Shoreditch,1937-03-17,9716,1974-02-28,M,"Sedgemore, Mr Brian",Labour
1453,South West Bedfordshire,1962-04-27,1394,2001-06-07,M,"Selous, Andrew",Conservative
78,Chatham and Aylesford,1966-06-03,2868,1997-05-01,M,"Shaw, Jonathan",Labour
411,Huddersfield,1940-08-17,9343,1979-05-03,M,"Sheerman, Mr Barry",Labour
132,South West Norfolk,1940-01-22,6433,1987-06-11,F,"Shephard of Northwold, B.",Conservative
295,Aldridge-Brownhills,1942-12-06,9343,1979-05-03,M,"Shepherd, Sir Richard",Conservative
1464,West Renfrewshire,1952-11-24,1394,2001-06-07,M,"Sheridan, Jim",Labour
314,Stourbridge,1957-06-22,2868,1997-05-01,F,"Shipley, Ms Debra",Labour
300,"Birmingham, Ladywood",1946-02-15,7872,1983-06-09,F,"Short, Clare",Labour
1393,Boston and Skegness,1964-04-12,1394,2001-06-07,M,"Simmonds, Mark",Conservative
1391,"Birmingham, Erdington",1968-12-23,1394,2001-06-07,M,"Simon, Mr Siôn",Labour
365,Nottingham South,1948-09-20,4693,1992-04-09,M,"Simpson, Alan",Labour
126,Mid Norfolk,1949-03-29,2868,1997-05-01,M,"Simpson, Mr Keith",Conservative
404,Bradford West,1954-10-11,2868,1997-05-01,M,"Singh, Mr Marsha",Labour
325,Bolsover,1932-02-11,12518,1970-06-18,M,"Skinner, Mr Dennis",Labour
95,Oxford East,1951-02-01,6433,1987-06-11,M,"Smith, Mr Andrew",Labour
471,Morecambe and Lunesdale,1961-08-29,2868,1997-05-01,F,"Smith, Geraldine",Labour
269,Redditch,1962-11-03,2868,1997-05-01,F,"Smith, Jacqui",Labour
681,Vale of Glamorgan,1951-03-17,3915,1989-05-04,M,"Smith, John",Labour
541,Blaenau Gwent,1944-04-16,4693,1992-04-09,M,"Smith, Llew",Labour
639,West Aberdeenshire and Kincardine,1958-04-15,2868,1997-05-01,M,"Smith, Sir Robert",Liberal Democrat
4170,Basildon,1959-01-07,2868,1997-05-01,F,"Smith of Basildon, B.",Labour
186,Islington South and Finsbury,1951-07-24,7872,1983-06-09,M,"Smith of Finsbury, L.",Labour
644,Belfast South,1931-06-15,8270,1982-03-04,M,"Smyth, The Rev Martin",Ulster Unionist Party
116,Mid Sussex,1948-02-12,7872,1983-06-09,M,"Soames, Sir Nicholas",Conservative
160,"Ealing, Acton and Shepherd's Bush",1939-05-07,9343,1979-05-03,M,"Soley, L.",Labour
433,Warrington South,1956-11-13,2868,1997-05-01,F,"Southworth, Helen",Labour
318,Warley,1947-08-05,4890,1982-10-28,M,"Spellar, John",Labour
312,Meriden,1958-05-04,2868,1997-05-01,F,"Spelman, Dame Caroline",Conservative
270,West Worcestershire,1943-01-22,11187,1974-02-28,M,"Spicer, L.",Conservative
1214,Castle Point,1948-08-01,3219,1992-04-09,M,"Spink, Bob",Conservative
592,Dunfermline West,1954-07-13,4693,1992-04-09,F,"Squire, Rachel",Labour
91,Tonbridge and Malling,1942-01-19,11187,1974-02-28,M,"Stanley, Sir John",Conservative
19,Milton Keynes South West,1947-01-04,2868,1997-05-01,F,"Starkey, Dr Phyllis",Labour
239,Totnes,1939-07-22,11187,1974-02-28,M,"Steen, Mr Anthony",Conservative
508,City of Durham,1945-04-20,6433,1987-06-11,M,"Steinberg, Mr Gerry",Labour
287,Stoke-on-Trent South,1938-08-30,4693,1992-04-09,M,"Stevenson, Mr George",Labour
619,"Inverness East, Nairn and Lochaber",1956-05-05,2868,1997-05-01,M,"Stewart, Mr David",Labour
444,Eccles,1950-08-28,2868,1997-05-01,M,"Stewart, Ian",Labour
356,Wellingborough,1962-04-25,2868,1997-05-01,M,"Stinchcombe, Mr Paul",Labour
79,Dartford,1954-04-14,2868,1997-05-01,M,"Stoate, Dr Howard",Labour
597,Edinburgh East and Musselburgh,1943-07-10,12518,1970-06-18,M,"Strang, Dr Gavin",Labour
3748,West Ham,1943-04-08,7872,1983-06-09,M,"Stratford, L.",Labour
463,Blackburn,1946-08-03,9343,1979-05-03,M,"Straw, Mr Jack",Labour
234,South West Devon,1955-10-02,4693,1992-04-09,M,"Streeter, Mr Gary",Conservative
449,"Manchester, Blackley",1950-02-17,2868,1997-05-01,M,"Stringer, Graham",Labour
296,"Birmingham, Edgbaston",1955-11-26,2868,1997-05-01,F,"Stuart, Ms Gisela",Labour
445,Hazel Grove,1942-11-24,2868,1997-05-01,M,"Stunell, L.",Liberal Democrat
403,Bradford South,1953-05-13,3902,1994-06-09,M,"Sutcliffe, Mr Gerry",Labour
55,New Forest West,1956-08-20,2868,1997-05-01,M,"Swayne, Sir Desmond",Conservative
1408,East Devon,1959-11-30,1394,2001-06-07,M,"Swire, Sir Hugo",Conservative
245,Poole,1956-08-15,2868,1997-05-01,M,"Syms, Sir Robert",Conservative
1383,Alyn and Deeside,1962-10-03,1394,2001-06-07,M,"Tami, Mark",Labour
348,Louth and Horncastle,1930-02-01,15852,1959-10-08,M,"Tapsell, Sir Peter",Conservative
505,Stockton South,1944-12-13,2868,1997-05-01,F,"Taylor, Ms Dari",Labour
342,North West Leicestershire,1946-08-22,2868,1997-05-01,M,"Taylor, David",Labour
101,Esher and Walton,1945-04-18,6433,1987-06-11,M,"Taylor, Mr Ian",Conservative
313,Solihull,1941-08-19,7872,1983-06-09,M,"Taylor, Mr John D.",Conservative
1472,Wyre Forest,1934-07-07,1394,2001-06-07,M,"Taylor, Dr Richard",Independent
42,Rochford and Southend East,1937-04-18,14234,1964-10-15,M,"Taylor, Sir Teddy",Conservative
407,Dewsbury,1947-07-02,9544,1974-10-10,F,"Taylor of Bolton, B.",Labour
228,Truro and St Austell,1963-01-03,6500,1987-03-12,M,"Taylor of Goss Moor, L.",Liberal Democrat
1170,Brent East,1974-06-01,561,2003-09-18,F,"Teather, Sarah",Liberal Democrat
177,Harrow West,1967-07-15,2868,1997-05-01,M,"Thomas, Gareth",Labour
532,Clwyd West,1954-09-25,2868,1997-05-01,M,"Thomas, Gareth",Labour
538,Ceredigion,1963-12-28,1860,2000-02-03,M,"Thomas, Mr Simon",Plaid Cymru
1399,"Caithness, Sutherland and Easter Ross",1953-09-10,1394,2001-06-07,M,"Thurso, V.",Liberal Democrat
163,East Ham,1955-07-29,3902,1994-06-09,M,"Timms, Stephen",Labour
367,Sherwood,1949-10-24,4693,1992-04-09,M,"Tipping, Paddy",Labour
332,South Derbyshire,1954-12-29,2868,1997-05-01,M,"Todd, Mr Mark",Labour
200,Richmond Park,1941-02-19,2868,1997-05-01,F,"Tonge, B.",Liberal Democrat
542,Islwyn,1947-12-05,3650,1995-02-16,M,"Touhig, L.",Labour
