568,date,division number_x,title,uin,uri_x,56,division number_y,uri_y
no,2004-10-26,280.0,Programming of Bills,CD:2004-10-26:280,http://data.parliament.uk/resources/103118,aye,,http://data.parliament.uk/resources/103118
no,2004-10-20,273.0,Armed Forces (Pensions and Compensation) Bill,CD:2004-10-20:273,http://data.parliament.uk/resources/103111,aye,,http://data.parliament.uk/resources/103111
no,2004-10-19,267.0,"Companies (Audit, Investigations and Community Enterprise) Bill [Lords]",CD:2004-10-19:267,http://data.parliament.uk/resources/103105,,,
no,2004-10-19,268.0,"Companies (Audit, Investigations and Community Enterprise) Bill [Lords]",CD:2004-10-19:268,http://data.parliament.uk/resources/103106,aye,,http://data.parliament.uk/resources/103106
no,2004-10-19,269.0,"Companies (Audit, Investigations and Community Enterprise) Bill [Lords]",CD:2004-10-19:269,http://data.parliament.uk/resources/103107,aye,,http://data.parliament.uk/resources/103107
no,2004-10-18,265.0,Crime,CD:2004-10-18:265,http://data.parliament.uk/resources/103103,aye,,http://data.parliament.uk/resources/103103
no,2004-10-14,260.0,EU Justice and Home Affairs,CD:2004-10-14:260,http://data.parliament.uk/resources/103098,,,
no,2004-10-13,258.0,Pensions and Welfare Reform,CD:2004-10-13:258,http://data.parliament.uk/resources/103096,aye,,http://data.parliament.uk/resources/103096
no,2004-09-15,247.0,Hunting Bill (Procedure),CD:2004-09-15:247,http://data.parliament.uk/resources/103085,aye,,http://data.parliament.uk/resources/103085
no,2004-09-15,248.0,Hunting Bill (Procedure),CD:2004-09-15:248,http://data.parliament.uk/resources/103086,aye,,http://data.parliament.uk/resources/103086
no,2004-09-14,242.0,Higher Education,CD:2004-09-14:242,http://data.parliament.uk/resources/103080,no,242.0,http://data.parliament.uk/resources/103080
no,2004-09-14,244.0,Older Women,CD:2004-09-14:244,http://data.parliament.uk/resources/103082,aye,,http://data.parliament.uk/resources/103082
no,2004-07-20,234.0,Iraq,CD:2004-07-20:234,http://data.parliament.uk/resources/103072,,,
no,2004-07-19,230.0,Health Protection Agency Bill [Lords],CD:2004-07-19:230,http://data.parliament.uk/resources/103068,aye,,http://data.parliament.uk/resources/103068
no,2004-07-19,231.0,Health Protection Agency Bill [Lords],CD:2004-07-19:231,http://data.parliament.uk/resources/103069,aye,,http://data.parliament.uk/resources/103069
no,2004-07-15,227.0,Traffic Management Bill,CD:2004-07-15:227,http://data.parliament.uk/resources/103065,aye,,http://data.parliament.uk/resources/103065
no,2004-07-13,223.0,Energy Bill [Lords],CD:2004-07-13:223,http://data.parliament.uk/resources/103061,,,
no,2004-07-12,222.0,"Asylum and Immigration (Treatment of Claimants, etc.) Bill",CD:2004-07-12:222,http://data.parliament.uk/resources/103060,aye,,http://data.parliament.uk/resources/103060
no,2004-07-07,218.0,Finance Bill,CD:2004-07-07:218,http://data.parliament.uk/resources/103056,aye,,http://data.parliament.uk/resources/103056
no,2004-07-07,219.0,Finance Bill,CD:2004-07-07:219,http://data.parliament.uk/resources/103057,aye,,http://data.parliament.uk/resources/103057
no,2004-07-06,215.0,Finance Bill,CD:2004-07-06:215,http://data.parliament.uk/resources/103053,aye,,http://data.parliament.uk/resources/103053
no,2004-07-06,216.0,Finance Bill,CD:2004-07-06:216,http://data.parliament.uk/resources/103054,aye,,http://data.parliament.uk/resources/103054
no,2004-07-05,212.0,Postal Services,CD:2004-07-05:212,http://data.parliament.uk/resources/103050,,,
no,2004-07-05,213.0,Personal Indebtedness and Savings,CD:2004-07-05:213,http://data.parliament.uk/resources/103051,,,
no,2004-06-30,209.0,Regional Government,CD:2004-06-30:209,http://data.parliament.uk/resources/103047,,,
no,2004-06-30,210.0,Business Deregulation,CD:2004-06-30:210,http://data.parliament.uk/resources/103048,aye,,http://data.parliament.uk/resources/103048
no,2004-06-28,208.0,Human Tissue Bill,CD:2004-06-28:208,http://data.parliament.uk/resources/103046,,,
no,2004-06-22,199.0,Electoral System,CD:2004-06-22:199,http://data.parliament.uk/resources/103037,aye,,http://data.parliament.uk/resources/103037
no,2004-05-26,191.0,Local Government Finance,CD:2004-05-26:191,http://data.parliament.uk/resources/103029,aye,,http://data.parliament.uk/resources/103029
no,2004-05-25,190.0,Gender Recognition Bill [Lords],CD:2004-05-25:190,http://data.parliament.uk/resources/103028,aye,,http://data.parliament.uk/resources/103028
no,2004-05-24,183.0,Civil Contingencies Bill,CD:2004-05-24:183,http://data.parliament.uk/resources/103021,aye,,http://data.parliament.uk/resources/103021
no,2004-05-24,184.0,Civil Contingencies Bill,CD:2004-05-24:184,http://data.parliament.uk/resources/103022,aye,,http://data.parliament.uk/resources/103022
no,2004-05-24,185.0,Civil Contingencies Bill,CD:2004-05-24:185,http://data.parliament.uk/resources/103023,aye,,http://data.parliament.uk/resources/103023
no,2004-05-19,181.0,Pensions Bill,CD:2004-05-19:181,http://data.parliament.uk/resources/103019,aye,,http://data.parliament.uk/resources/103019
no,2004-05-17,176.0,Iraq,CD:2004-05-17:176,http://data.parliament.uk/resources/103014,no,176.0,http://data.parliament.uk/resources/103014
no,2004-05-17,177.0,Local Government Finance,CD:2004-05-17:177,http://data.parliament.uk/resources/103015,no,177.0,http://data.parliament.uk/resources/103015
no,2004-05-06,161.0,Armed Forces (Pensions and Compensation) Bill,CD:2004-05-06:161,http://data.parliament.uk/resources/102999,aye,,http://data.parliament.uk/resources/102999
no,2004-05-06,162.0,Armed Forces (Pensions and Compensation) Bill,CD:2004-05-06:162,http://data.parliament.uk/resources/103000,aye,,http://data.parliament.uk/resources/103000
no,2004-05-05,159.0,Housing,CD:2004-05-05:159,http://data.parliament.uk/resources/102997,aye,,http://data.parliament.uk/resources/102997
no,2004-05-04,157.0,Scottish Parliament (Constituencies) Bill,CD:2004-05-04:157,http://data.parliament.uk/resources/102995,aye,,http://data.parliament.uk/resources/102995
no,2004-04-29,156.0,Animal and Plant Diseases,CD:2004-04-29:156,http://data.parliament.uk/resources/102994,aye,,http://data.parliament.uk/resources/102994
no,2004-04-28,152.0,Finance Bill,CD:2004-04-28:152,http://data.parliament.uk/resources/102990,aye,,http://data.parliament.uk/resources/102990
no,2004-04-28,153.0,Finance Bill,CD:2004-04-28:153,http://data.parliament.uk/resources/102991,aye,,http://data.parliament.uk/resources/102991
no,2004-04-27,149.0,Finance Bill,CD:2004-04-27:149,http://data.parliament.uk/resources/102987,aye,,http://data.parliament.uk/resources/102987
no,2004-04-26,142.0,Justice (Northern Ireland) Bill [Lords],CD:2004-04-26:142,http://data.parliament.uk/resources/102980,aye,,http://data.parliament.uk/resources/102980
no,2004-04-26,143.0,Justice (Northern Ireland) Bill [Lords],CD:2004-04-26:143,http://data.parliament.uk/resources/102981,aye,,http://data.parliament.uk/resources/102981
no,2004-04-26,144.0,Justice (Northern Ireland) Bill [Lords],CD:2004-04-26:144,http://data.parliament.uk/resources/102982,aye,,http://data.parliament.uk/resources/102982
no,2004-04-26,146.0,Justice (Northern Ireland) Bill [Lords],CD:2004-04-26:146,http://data.parliament.uk/resources/102984,aye,,http://data.parliament.uk/resources/102984
no,2004-04-21,134.0,Doctors' Hours,CD:2004-04-21:134,http://data.parliament.uk/resources/102972,aye,,http://data.parliament.uk/resources/102972
no,2004-04-20,133.0,Finance Bill,CD:2004-04-20:133,http://data.parliament.uk/resources/102971,,,
no,2004-03-31,121.0,Higher Education Bill,CD:2004-03-31:121,http://data.parliament.uk/resources/102959,aye,,http://data.parliament.uk/resources/102959
no,2004-03-31,122.0,Higher Education Bill,CD:2004-03-31:122,http://data.parliament.uk/resources/102960,aye,,http://data.parliament.uk/resources/102960
no,2004-03-31,123.0,Higher Education Bill,CD:2004-03-31:123,http://data.parliament.uk/resources/102961,aye,,http://data.parliament.uk/resources/102961
no,2004-03-31,124.0,Higher Education Bill,CD:2004-03-31:124,http://data.parliament.uk/resources/102962,,,
no,2004-03-30,116.0,Immigration Entry Clearance Standards,CD:2004-03-30:116,http://data.parliament.uk/resources/102954,aye,,http://data.parliament.uk/resources/102954
no,2004-03-30,117.0,EU Constitution Referendum,CD:2004-03-30:117,http://data.parliament.uk/resources/102955,aye,,http://data.parliament.uk/resources/102955
no,2004-03-16,90.0,Traffic Management Bill,CD:2004-03-16:90,http://data.parliament.uk/resources/102928,,,
no,2004-03-16,91.0,Traffic Management Bill,CD:2004-03-16:91,http://data.parliament.uk/resources/102929,,,
no,2004-03-16,92.0,Traffic Management Bill,CD:2004-03-16:92,http://data.parliament.uk/resources/102930,,,
no,2004-03-16,94.0,European Parliamentary and Local Elections (Pilots) Bill,CD:2004-03-16:94,http://data.parliament.uk/resources/102932,,,
no,2004-03-15,86.0,Fire and Rescue Services Bill,CD:2004-03-15:86,http://data.parliament.uk/resources/102924,,,
no,2004-03-15,87.0,Fire and Rescue Services Bill,CD:2004-03-15:87,http://data.parliament.uk/resources/102925,,,
no,2004-03-09,80.0,Iraq (Attorney-General's Advice),CD:2004-03-09:80,http://data.parliament.uk/resources/102918,aye,,http://data.parliament.uk/resources/102918
no,2004-03-03,72.0,Trade Justice for the Developing World,CD:2004-03-03:72,http://data.parliament.uk/resources/102910,aye,,http://data.parliament.uk/resources/102910
no,2004-03-03,73.0,Protection of Vulnerable Children,CD:2004-03-03:73,http://data.parliament.uk/resources/102911,aye,,http://data.parliament.uk/resources/102911
no,2004-03-02,68.0,Pensions Bill,CD:2004-03-02:68,http://data.parliament.uk/resources/102906,aye,,http://data.parliament.uk/resources/102906
no,2004-03-01,61.0,"Asylum and Immigration (Treatment of Claimants, Etc.) Bill",CD:2004-03-01:61,http://data.parliament.uk/resources/102899,,,
no,2004-03-01,62.0,"Asylum and Immigration (Treatment of Claimants, Etc.) Bill",CD:2004-03-01:62,http://data.parliament.uk/resources/102900,no,62.0,http://data.parliament.uk/resources/102900
no,2004-03-01,63.0,"Asylum and Immigration (Treatment of Claimants, Etc.) Bill",CD:2004-03-01:63,http://data.parliament.uk/resources/102901,,,
no,2004-03-01,64.0,"Asylum and Immigration (Treatment of Claimants, Etc.) Bill",CD:2004-03-01:64,http://data.parliament.uk/resources/102902,aye,,http://data.parliament.uk/resources/102902
no,2004-03-01,65.0,"Asylum and Immigration (Treatment of Claimants, Etc.) Bill",CD:2004-03-01:65,http://data.parliament.uk/resources/102903,,,
no,2004-03-01,66.0,"Asylum and Immigration (Treatment of Claimants, Etc.) Bill",CD:2004-03-01:66,http://data.parliament.uk/resources/102904,aye,,http://data.parliament.uk/resources/102904
no,2004-02-25,59.0,"Anti-terrorism, Crime and Security",CD:2004-02-25:59,http://data.parliament.uk/resources/102897,,,
no,2004-02-24,56.0,Pension Scheme Wind-ups,CD:2004-02-24:56,http://data.parliament.uk/resources/102894,aye,,http://data.parliament.uk/resources/102894
no,2004-02-03,42.0,Child Trust Funds Bill,CD:2004-02-03:42,http://data.parliament.uk/resources/102880,aye,,http://data.parliament.uk/resources/102880
no,2004-01-26,37.0,Fire and Rescue Services Bill,CD:2004-01-26:37,http://data.parliament.uk/resources/102875,aye,,http://data.parliament.uk/resources/102875
no,2004-01-21,34.0,Case for a Civil Service Bill,CD:2004-01-21:34,http://data.parliament.uk/resources/102872,aye,,http://data.parliament.uk/resources/102872
no,2004-01-21,35.0,Scottish Constituencies (Members' Voting Rights),CD:2004-01-21:35,http://data.parliament.uk/resources/102873,aye,,http://data.parliament.uk/resources/102873
no,2004-01-13,27.0,National Audit Office Report on Operation Telic,CD:2004-01-13:27,http://data.parliament.uk/resources/102865,aye,,http://data.parliament.uk/resources/102865
no,2004-01-13,28.0,Future of the Post Office Network,CD:2004-01-13:28,http://data.parliament.uk/resources/102866,aye,,http://data.parliament.uk/resources/102866
no,2004-01-12,25.0,Housing Bill,CD:2004-01-12:25,http://data.parliament.uk/resources/102863,aye,,http://data.parliament.uk/resources/102863
no,2004-01-07,22.0,NHS Performance Indicators,CD:2004-01-07:22,http://data.parliament.uk/resources/102860,aye,,http://data.parliament.uk/resources/102860
no,2004-01-07,23.0,Care Homes,CD:2004-01-07:23,http://data.parliament.uk/resources/102861,aye,,http://data.parliament.uk/resources/102861
no,2003-12-09,6.0,Planning and Compulsory Purchase Bill,CD:2003-12-09:6,http://data.parliament.uk/resources/102844,aye,,http://data.parliament.uk/resources/102844
no,2003-12-03,1.0,Public Sevices Health and Education,CD:2003-12-03:1,http://data.parliament.uk/resources/102839,aye,,http://data.parliament.uk/resources/102839
no,2003-11-20,390.0,Sittings of the House,CD:2003-11-20:390,http://data.parliament.uk/resources/102838,aye,,http://data.parliament.uk/resources/102838
no,2003-11-18,369.0,Sexual Offences Bill [Lords],CD:2003-11-18:369,http://data.parliament.uk/resources/102817,aye,,http://data.parliament.uk/resources/102817
no,2003-11-05,350.0,Decommissioning (Northern Ireland),CD:2003-11-05:350,http://data.parliament.uk/resources/102798,aye,,http://data.parliament.uk/resources/102798
no,2003-11-03,348.0,Sexual Offences Bill [Lords],CD:2003-11-03:348,http://data.parliament.uk/resources/102796,aye,,http://data.parliament.uk/resources/102796
no,2003-10-28,340.0,Waste and Emissions Trading Bill [Lords],CD:2003-10-28:340,http://data.parliament.uk/resources/102788,,,
no,2003-10-28,341.0,Waste and Emissions Trading Bill [Lords],CD:2003-10-28:341,http://data.parliament.uk/resources/102789,,,
no,2003-10-28,342.0,Waste and Emissions Trading Bill [Lords],CD:2003-10-28:342,http://data.parliament.uk/resources/102790,,,
no,2003-10-27,337.0,Nato And Eu Defence Policy,CD:2003-10-27:337,http://data.parliament.uk/resources/102785,aye,,http://data.parliament.uk/resources/102785
no,2003-10-27,338.0,Health Care Targets,CD:2003-10-27:338,http://data.parliament.uk/resources/102786,aye,,http://data.parliament.uk/resources/102786
no,2003-10-15,324.0,State Pension Reform,CD:2003-10-15:324,http://data.parliament.uk/resources/102771,,,
no,2003-10-15,325.0,Neighbourhood Policing,CD:2003-10-15:325,http://data.parliament.uk/resources/102772,,,
no,2003-10-14,323.0,Crime (International Co-operation) Bill [Lords],CD:2003-10-14:323,http://data.parliament.uk/resources/102770,,,
no,2003-09-10,305.0,Fairness and Security in Old Age,CD:2003-09-10:305,http://data.parliament.uk/resources/102752,,,
no,2003-09-10,307.0,Role of the United Nations in Iraq,CD:2003-09-10:307,http://data.parliament.uk/resources/102754,,,
no,2003-09-09,300.0,Teacher Shortages,CD:2003-09-09:300,http://data.parliament.uk/resources/102747,aye,,http://data.parliament.uk/resources/102747
no,2003-09-08,297.0,Water Bill,CD:2003-09-08:297,http://data.parliament.uk/resources/102744,,,
no,2003-07-16,294.0,Iraq,CD:2003-07-16:294,http://data.parliament.uk/resources/102741,,,
no,2003-07-16,295.0,Vulnerable Children,CD:2003-07-16:295,http://data.parliament.uk/resources/102742,,,
no,2003-07-08,280.0,Health and Social Care (Community Health and Standards) Bill,CD:2003-07-08:280,http://data.parliament.uk/resources/102727,aye,,http://data.parliament.uk/resources/102727
no,2003-07-08,281.0,Health and Social Care (Community Health and Standards) Bill,CD:2003-07-08:281,http://data.parliament.uk/resources/102728,aye,,http://data.parliament.uk/resources/102728
no,2003-07-07,275.0,Government Targets,CD:2003-07-07:275,http://data.parliament.uk/resources/102722,aye,,http://data.parliament.uk/resources/102722
no,2003-07-02,272.0,Road and Rail Transport,CD:2003-07-02:272,http://data.parliament.uk/resources/102719,,,
no,2003-07-02,273.0,Small Businesses,CD:2003-07-02:273,http://data.parliament.uk/resources/102720,,,
no,2003-07-01,264.0,Finance Bill,CD:2003-07-01:264,http://data.parliament.uk/resources/102711,,,
no,2003-07-01,265.0,Finance Bill,CD:2003-07-01:265,http://data.parliament.uk/resources/102712,,,
no,2003-07-01,266.0,Finance Bill,CD:2003-07-01:266,http://data.parliament.uk/resources/102713,,,
no,2003-07-01,267.0,Finance Bill,CD:2003-07-01:267,http://data.parliament.uk/resources/102714,,,
no,2003-06-30,259.0,Hunting Bill,CD:2003-06-30:259,http://data.parliament.uk/resources/102706,,,
no,2003-06-25,256.0,Tuition Fees,CD:2003-06-25:256,http://data.parliament.uk/resources/102703,,,
no,2003-06-24,251.0,Anti-social Behaviour Bill,CD:2003-06-24:251,http://data.parliament.uk/resources/102698,,,
no,2003-06-23,244.0,Student Finance,CD:2003-06-23:244,http://data.parliament.uk/resources/102691,,,
no,2003-06-23,246.0,Transport,CD:2003-06-23:246,http://data.parliament.uk/resources/102693,,,
no,2003-06-17,239.0,Government Reshuffle,CD:2003-06-17:239,http://data.parliament.uk/resources/102686,aye,,http://data.parliament.uk/resources/102686
no,2003-06-17,240.0,Community Pharmacies,CD:2003-06-17:240,http://data.parliament.uk/resources/102687,aye,,http://data.parliament.uk/resources/102687
no,2003-06-16,233.0,Licensing Bill [Lords],CD:2003-06-16:233,http://data.parliament.uk/resources/102680,aye,,http://data.parliament.uk/resources/102680
no,2003-06-16,234.0,Licensing Bill [Lords],CD:2003-06-16:234,http://data.parliament.uk/resources/102681,aye,,http://data.parliament.uk/resources/102681
no,2003-06-16,235.0,Licensing Bill [Lords],CD:2003-06-16:235,http://data.parliament.uk/resources/102682,aye,,http://data.parliament.uk/resources/102682
no,2003-06-13,230.0,Fireworks Bill,CD:2003-06-13:230,http://data.parliament.uk/resources/102677,,,
no,2003-06-13,231.0,Fireworks Bill,CD:2003-06-13:231,http://data.parliament.uk/resources/102678,,,
no,2003-06-11,226.0,European Treaty Referendum,CD:2003-06-11:226,http://data.parliament.uk/resources/102673,aye,,http://data.parliament.uk/resources/102673
no,2003-06-11,228.0,Post Office Card Accounts,CD:2003-06-11:228,http://data.parliament.uk/resources/102675,aye,,http://data.parliament.uk/resources/102675
no,2003-06-04,217.0,Iraq,CD:2003-06-04:217,http://data.parliament.uk/resources/102664,,,
no,2003-06-04,218.0,Pensions,CD:2003-06-04:218,http://data.parliament.uk/resources/102665,aye,,http://data.parliament.uk/resources/102665
no,2003-06-03,214.0,Fire Services Bill,CD:2003-06-03:214,http://data.parliament.uk/resources/102661,aye,,http://data.parliament.uk/resources/102661
no,2003-06-03,215.0,Fire Services Bill,CD:2003-06-03:215,http://data.parliament.uk/resources/102662,aye,,http://data.parliament.uk/resources/102662
no,2003-05-20,209.0,Criminal Justice Bill,CD:2003-05-20:209,http://data.parliament.uk/resources/102656,,,
no,2003-05-20,210.0,Criminal Justice Bill,CD:2003-05-20:210,http://data.parliament.uk/resources/102657,aye,,http://data.parliament.uk/resources/102657
no,2003-05-19,203.0,Criminal Justice Bill,CD:2003-05-19:203,http://data.parliament.uk/resources/102650,,,
no,2003-05-19,205.0,Criminal Justice Bill,CD:2003-05-19:205,http://data.parliament.uk/resources/102652,aye,,http://data.parliament.uk/resources/102652
no,2003-05-19,206.0,Criminal Justice Bill,CD:2003-05-19:206,http://data.parliament.uk/resources/102653,aye,,http://data.parliament.uk/resources/102653
no,2003-05-19,207.0,Criminal Justice Bill,CD:2003-05-19:207,http://data.parliament.uk/resources/102654,aye,,http://data.parliament.uk/resources/102654
no,2003-05-15,200.0,School Funding,CD:2003-05-15:200,http://data.parliament.uk/resources/102647,,,
no,2003-05-07,177.0,Health and Social Care (Community Health and Standards) Bill,CD:2003-05-07:177,http://data.parliament.uk/resources/102624,,,
no,2003-05-06,175.0,Finance Bill,CD:2003-05-06:175,http://data.parliament.uk/resources/102622,aye,,http://data.parliament.uk/resources/102622
no,2003-04-29,173.0,Community Services,CD:2003-04-29:173,http://data.parliament.uk/resources/102620,aye,,http://data.parliament.uk/resources/102620
no,2003-03-31,149.0,Railways and Transport Safety Bill,CD:2003-03-31:149,http://data.parliament.uk/resources/102596,,,
no,2003-03-31,150.0,Railways and Transport Safety Bill,CD:2003-03-31:150,http://data.parliament.uk/resources/102597,aye,,http://data.parliament.uk/resources/102597
no,2003-03-31,151.0,Railways and Transport Safety Bill,CD:2003-03-31:151,http://data.parliament.uk/resources/102598,aye,,http://data.parliament.uk/resources/102598
