4150,date,division number_x,title,uin,uri_x,224,division number_y,uri_y
no,2006-05-24,252.0,Education and Inspections Bill,CD:2006-05-24:252,http://data.parliament.uk/resources/103586,,,
no,2006-05-24,253.0,Education and Inspections Bill,CD:2006-05-24:253,http://data.parliament.uk/resources/103587,,,
no,2006-05-24,254.0,Education and Inspections Bill,CD:2006-05-24:254,http://data.parliament.uk/resources/103588,,,
no,2006-05-23,247.0,Education and Inspections Bill,CD:2006-05-23:247,http://data.parliament.uk/resources/103581,,,
no,2006-05-23,248.0,Education and Inspections Bill,CD:2006-05-23:248,http://data.parliament.uk/resources/103582,,,
no,2006-05-23,249.0,Education and Inspections Bill,CD:2006-05-23:249,http://data.parliament.uk/resources/103583,,,
no,2006-05-22,245.0,Armed Forces Bill,CD:2006-05-22:245,http://data.parliament.uk/resources/103579,,,
no,2006-05-17,243.0,Northern Ireland (Miscellaneous Provisions) Bill,CD:2006-05-17:243,http://data.parliament.uk/resources/103577,,,
no,2006-05-16,235.0,Legislative and Regulatory Reform Bill,CD:2006-05-16:235,http://data.parliament.uk/resources/103569,,,
no,2006-05-16,236.0,Legislative and Regulatory Reform Bill,CD:2006-05-16:236,http://data.parliament.uk/resources/103570,,,
no,2006-05-16,237.0,Legislative and Regulatory Reform Bill,CD:2006-05-16:237,http://data.parliament.uk/resources/103571,,,
no,2006-05-16,238.0,Legislative and Regulatory Reform Bill,CD:2006-05-16:238,http://data.parliament.uk/resources/103572,,,
no,2006-05-16,239.0,Legislative and Regulatory Reform Bill,CD:2006-05-16:239,http://data.parliament.uk/resources/103573,,,
no,2006-05-16,240.0,Legislative and Regulatory Reform Bill,CD:2006-05-16:240,http://data.parliament.uk/resources/103574,,,
no,2006-05-15,232.0,Legislative and Regulatory Reform Bill,CD:2006-05-15:232,http://data.parliament.uk/resources/103566,,,
no,2006-05-15,234.0,Legislative and Regulatory Reform Bill,CD:2006-05-15:234,http://data.parliament.uk/resources/103568,,,
no,2006-05-10,227.0,Police and Justice Bill,CD:2006-05-10:227,http://data.parliament.uk/resources/103561,,,
no,2006-05-10,228.0,Police and Justice Bill,CD:2006-05-10:228,http://data.parliament.uk/resources/103562,,,
no,2006-05-10,229.0,Police and Justice Bill,CD:2006-05-10:229,http://data.parliament.uk/resources/103563,,,
no,2006-05-09,225.0,Management of the National Health Service,CD:2006-05-09:225,http://data.parliament.uk/resources/103559,,,
no,2006-05-02,220.0,Finance (No. 2) Bill,CD:2006-05-02:220,http://data.parliament.uk/resources/103554,,,
no,2006-04-27,218.0,Northern Ireland Bill,CD:2006-04-27:218,http://data.parliament.uk/resources/103552,,,
no,2006-04-27,219.0,Northern Ireland Bill,CD:2006-04-27:219,http://data.parliament.uk/resources/103553,,,
no,2006-04-24,214.0,Finance (No. 2) Bill,CD:2006-04-24:214,http://data.parliament.uk/resources/103548,,,
no,2006-04-20,212.0,Northern Ireland (Miscellaneous Provisions) Bill,CD:2006-04-20:212,http://data.parliament.uk/resources/103546,,,
no,2006-04-20,213.0,Northern Ireland (Miscellaneous Provisions) Bill,CD:2006-04-20:213,http://data.parliament.uk/resources/103547,,,
no,2006-04-19,210.0,Northern Ireland (Miscellaneous Provisions) Bill,CD:2006-04-19:210,http://data.parliament.uk/resources/103544,,,
no,2006-04-19,211.0,Northern Ireland (Miscellaneous Provisions) Bill,CD:2006-04-19:211,http://data.parliament.uk/resources/103545,,,
no,2006-03-29,205.0,"Immigration, Asylum and Nationality Bill",CD:2006-03-29:205,http://data.parliament.uk/resources/103539,,,
no,2006-03-29,206.0,Natural Environment and Rural Communities Bill,CD:2006-03-29:206,http://data.parliament.uk/resources/103540,,,
no,2006-03-16,195.0,Terrorism Bill,CD:2006-03-16:195,http://data.parliament.uk/resources/103529,,,
no,2006-03-14,188.0,Animal Welfare Bill,CD:2006-03-14:188,http://data.parliament.uk/resources/103522,,,
no,2006-03-14,189.0,Animal Welfare Bill,CD:2006-03-14:189,http://data.parliament.uk/resources/103523,,,
no,2006-03-14,190.0,Animal Welfare Bill,CD:2006-03-14:190,http://data.parliament.uk/resources/103524,,,
no,2006-03-14,191.0,Animal Welfare Bill,CD:2006-03-14:191,http://data.parliament.uk/resources/103525,,,
no,2006-03-01,182.0,Dentistry,CD:2006-03-01:182,http://data.parliament.uk/resources/103516,,,
no,2006-03-01,183.0,Cancer Services,CD:2006-03-01:183,http://data.parliament.uk/resources/103517,,,
no,2006-02-28,177.0,Government of Wales Bill,CD:2006-02-28:177,http://data.parliament.uk/resources/103511,,,
no,2006-02-28,178.0,Government of Wales Bill,CD:2006-02-28:178,http://data.parliament.uk/resources/103512,,,
no,2006-02-28,179.0,Government of Wales Bill,CD:2006-02-28:179,http://data.parliament.uk/resources/103513,,,
no,2006-02-28,180.0,Government of Wales Bill,CD:2006-02-28:180,http://data.parliament.uk/resources/103514,,,
no,2006-02-27,172.0,Government of Wales Bill,CD:2006-02-27:172,http://data.parliament.uk/resources/103506,,,
no,2006-02-27,173.0,Government of Wales Bill,CD:2006-02-27:173,http://data.parliament.uk/resources/103507,,,
no,2006-02-27,174.0,Government of Wales Bill,CD:2006-02-27:174,http://data.parliament.uk/resources/103508,,,
no,2006-02-27,175.0,Government of Wales Bill,CD:2006-02-27:175,http://data.parliament.uk/resources/103509,,,
no,2006-02-07,151.0,Mental Health Services,CD:2006-02-07:151,http://data.parliament.uk/resources/103485,,,
no,2006-02-07,152.0,NHS Reorganisation,CD:2006-02-07:152,http://data.parliament.uk/resources/103486,,,
no,2006-02-01,149.0,Police Amalgamations,CD:2006-02-01:149,http://data.parliament.uk/resources/103483,,,
no,2006-02-01,150.0,GovernmentŸs 10-year Transport Plan,CD:2006-02-01:150,http://data.parliament.uk/resources/103484,,,
no,2006-01-30,145.0,Government of Wales Bill (Committee of the whole house),CD:2006-01-30:145,http://data.parliament.uk/resources/103479,,,
no,2006-01-30,146.0,Government of Wales Bill (Committee of the whole house),CD:2006-01-30:146,http://data.parliament.uk/resources/103480,,,
no,2006-01-24,138.0,Government of Wales Bill (Committee of the whole house),CD:2006-01-24:138,http://data.parliament.uk/resources/103472,,,
no,2006-01-24,139.0,Government of Wales Bill (Committee of the whole house),CD:2006-01-24:139,http://data.parliament.uk/resources/103473,,,
no,2006-01-24,141.0,Government of Wales Bill (Committee of the whole house),CD:2006-01-24:141,http://data.parliament.uk/resources/103475,,,
no,2006-01-24,142.0,Government of Wales Bill (Committee of the whole house),CD:2006-01-24:142,http://data.parliament.uk/resources/103476,,,
no,2006-01-23,134.0,Government of Wales Bill (Committee of the whole house),CD:2006-01-23:134,http://data.parliament.uk/resources/103468,,,
no,2006-01-23,135.0,Government of Wales Bill (Committee of the whole house),CD:2006-01-23:135,http://data.parliament.uk/resources/103469,,,
no,2006-01-19,129.0,National Lottery Bill,CD:2006-01-19:129,http://data.parliament.uk/resources/103463,,,
no,2006-01-19,130.0,National Lottery Bill,CD:2006-01-19:130,http://data.parliament.uk/resources/103464,,,
no,2006-01-19,131.0,National Lottery Bill,CD:2006-01-19:131,http://data.parliament.uk/resources/103465,,,
no,2006-01-18,128.0,Work and Families Bill,CD:2006-01-18:128,http://data.parliament.uk/resources/103462,,,
no,2006-01-17,125.0,Child Support Agency,CD:2006-01-17:125,http://data.parliament.uk/resources/103459,,,
no,2006-01-17,126.0,Civil Nuclear Power,CD:2006-01-17:126,http://data.parliament.uk/resources/103460,,,
no,2006-01-16,124.0,Equality Bill [Lords],CD:2006-01-16:124,http://data.parliament.uk/resources/103458,,,
no,2006-01-11,120.0,Electoral Administration Bill,CD:2006-01-11:120,http://data.parliament.uk/resources/103454,,,
no,2006-01-11,121.0,Electoral Administration Bill,CD:2006-01-11:121,http://data.parliament.uk/resources/103455,,,
no,2006-01-11,122.0,Electoral Administration Bill,CD:2006-01-11:122,http://data.parliament.uk/resources/103456,,,
no,2006-01-09,119.0,Government of Wales Bill,CD:2006-01-09:119,http://data.parliament.uk/resources/103453,,,
no,2005-12-06,115.0,London Olympics Bill,CD:2005-12-06:115,http://data.parliament.uk/resources/103449,,,
no,2005-12-06,116.0,London Olympics Bill,CD:2005-12-06:116,http://data.parliament.uk/resources/103450,,,
no,2005-11-30,110.0,Terrorism (Northern Ireland) Bill,CD:2005-11-30:110,http://data.parliament.uk/resources/103444,,,
no,2005-11-30,111.0,Terrorism (Northern Ireland) Bill,CD:2005-11-30:111,http://data.parliament.uk/resources/103445,,,
no,2005-11-30,112.0,Terrorism (Northern Ireland) Bill,CD:2005-11-30:112,http://data.parliament.uk/resources/103446,,,
no,2005-11-23,107.0,Northern Ireland (Offences) Bill,CD:2005-11-23:107,http://data.parliament.uk/resources/103441,,,
no,2005-11-16,97.0,"Immigration, Asylum and Nationality Bill",CD:2005-11-16:97,http://data.parliament.uk/resources/103431,,,
no,2005-11-16,98.0,"Immigration, Asylum and Nationality Bill",CD:2005-11-16:98,http://data.parliament.uk/resources/103432,,,
no,2005-11-16,99.0,"Immigration, Asylum and Nationality Bill",CD:2005-11-16:99,http://data.parliament.uk/resources/103433,,,
no,2005-11-16,100.0,"Immigration, Asylum and Nationality Bill",CD:2005-11-16:100,http://data.parliament.uk/resources/103434,,,
no,2005-11-16,101.0,"Immigration, Asylum and Nationality Bill",CD:2005-11-16:101,http://data.parliament.uk/resources/103435,,,
no,2005-11-15,93.0,NHS Finance,CD:2005-11-15:93,http://data.parliament.uk/resources/103427,,,
no,2005-11-15,94.0,"Licensing Act 2003 (S.I. 2005, No. 2091)",CD:2005-11-15:94,http://data.parliament.uk/resources/103428,,,
no,2005-11-14,88.0,Violent Crime Reduction Bill,CD:2005-11-14:88,http://data.parliament.uk/resources/103422,,,
no,2005-11-14,89.0,Violent Crime Reduction Bill,CD:2005-11-14:89,http://data.parliament.uk/resources/103423,,,
no,2005-11-14,90.0,Violent Crime Reduction Bill,CD:2005-11-14:90,http://data.parliament.uk/resources/103424,,,
no,2005-11-14,91.0,Violent Crime Reduction Bill,CD:2005-11-14:91,http://data.parliament.uk/resources/103425,,,
no,2005-11-14,92.0,Violent Crime Reduction Bill,CD:2005-11-14:92,http://data.parliament.uk/resources/103426,,,
no,2005-11-09,85.0,Terrorism Bill,CD:2005-11-09:85,http://data.parliament.uk/resources/103419,,,
no,2005-11-09,87.0,Terrorism Bill,CD:2005-11-09:87,http://data.parliament.uk/resources/103421,,,
no,2005-11-08,81.0,Electoral Administration Bill,CD:2005-11-08:81,http://data.parliament.uk/resources/103415,,,
no,2005-11-08,82.0,Electoral Administration Bill,CD:2005-11-08:82,http://data.parliament.uk/resources/103416,,,
no,2005-11-07,79.0,Council Tax (New Valuation Lists for England) Bill,CD:2005-11-07:79,http://data.parliament.uk/resources/103413,,,
no,2005-11-03,76.0,Terrorism Bill,CD:2005-11-03:76,http://data.parliament.uk/resources/103410,,,
no,2005-11-03,77.0,Terrorism Bill,CD:2005-11-03:77,http://data.parliament.uk/resources/103411,,,
no,2005-11-03,78.0,Terrorism Bill,CD:2005-11-03:78,http://data.parliament.uk/resources/103412,,,
no,2005-11-02,73.0,Terrorism Bill,CD:2005-11-02:73,http://data.parliament.uk/resources/103407,,,
no,2005-11-02,74.0,Terrorism Bill,CD:2005-11-02:74,http://data.parliament.uk/resources/103408,,,
no,2005-11-02,75.0,Terrorism Bill,CD:2005-11-02:75,http://data.parliament.uk/resources/103409,,,
no,2005-10-25,69.0,Electoral Administration Bill,CD:2005-10-25:69,http://data.parliament.uk/resources/103403,,,
no,2005-10-24,65.0,Railtrack,CD:2005-10-24:65,http://data.parliament.uk/resources/103399,,,
no,2005-10-24,67.0,Licensing Laws,CD:2005-10-24:67,http://data.parliament.uk/resources/103401,,,
no,2005-10-19,62.0,Council Tax Revaluation,CD:2005-10-19:62,http://data.parliament.uk/resources/103396,,,
no,2005-10-19,63.0,Emergency Preparedness,CD:2005-10-19:63,http://data.parliament.uk/resources/103397,,,
no,2005-10-18,56.0,Identity Cards Bill,CD:2005-10-18:56,http://data.parliament.uk/resources/103390,,,
no,2005-10-18,57.0,Identity Cards Bill,CD:2005-10-18:57,http://data.parliament.uk/resources/103391,,,
no,2005-10-18,58.0,Identity Cards Bill,CD:2005-10-18:58,http://data.parliament.uk/resources/103392,,,
no,2005-10-18,59.0,Identity Cards Bill,CD:2005-10-18:59,http://data.parliament.uk/resources/103393,,,
no,2005-10-12,53.0,Emergency Services (Regionalisation),CD:2005-10-12:53,http://data.parliament.uk/resources/103387,,,
no,2005-10-12,54.0,Tackling Climate Change,CD:2005-10-12:54,http://data.parliament.uk/resources/103388,,,
no,2005-10-11,51.0,Natural Environment and Rural Communities Bill,CD:2005-10-11:51,http://data.parliament.uk/resources/103385,,,
no,2005-10-11,52.0,Natural Environment and Rural Communities Bill,CD:2005-10-11:52,http://data.parliament.uk/resources/103386,,,
no,2005-10-10,48.0,Civil Aviation Bill,CD:2005-10-10:48,http://data.parliament.uk/resources/103382,,,
no,2005-10-10,49.0,Civil Aviation Bill,CD:2005-10-10:49,http://data.parliament.uk/resources/103383,,,
no,2005-10-10,50.0,Civil Aviation Bill,CD:2005-10-10:50,http://data.parliament.uk/resources/103384,,,
no,2005-07-14,43.0,Consumer Credit Bill,CD:2005-07-14:43,http://data.parliament.uk/resources/103377,,,
no,2005-07-13,39.0,Administration Committee,CD:2005-07-13:39,http://data.parliament.uk/resources/103373,,,
no,2005-07-13,40.0,Administration Committee,CD:2005-07-13:40,http://data.parliament.uk/resources/103374,,,
no,2005-07-12,36.0,Tax Credits,CD:2005-07-12:36,http://data.parliament.uk/resources/103370,,,
no,2005-07-12,37.0,Licensing Act 2003,CD:2005-07-12:37,http://data.parliament.uk/resources/103371,,,
no,2005-07-11,34.0,Racial and Religious Hatred Bill,CD:2005-07-11:34,http://data.parliament.uk/resources/103368,,,
no,2005-07-06,30.0,Finance Bill,CD:2005-07-06:30,http://data.parliament.uk/resources/103364,,,
no,2005-07-06,31.0,Finance Bill,CD:2005-07-06:31,http://data.parliament.uk/resources/103365,,,
no,2005-07-06,32.0,Finance Bill,CD:2005-07-06:32,http://data.parliament.uk/resources/103366,,,
no,2005-07-06,33.0,Finance Bill,CD:2005-07-06:33,http://data.parliament.uk/resources/103367,,,
no,2005-07-04,25.0,Local Taxation,CD:2005-07-04:25,http://data.parliament.uk/resources/103359,,,
no,2005-07-04,27.0,Government Regulation,CD:2005-07-04:27,http://data.parliament.uk/resources/103361,,,
no,2005-06-29,23.0,NHS Dentistry and Primary Health Care,CD:2005-06-29:23,http://data.parliament.uk/resources/103357,,,
no,2005-06-22,17.0,Special Schools and Special Educational Needs,CD:2005-06-22:17,http://data.parliament.uk/resources/103351,,,
no,2005-06-22,18.0,Electoral Integrity,CD:2005-06-22:18,http://data.parliament.uk/resources/103352,,,
no,2005-06-21,14.0,Racial and Religious Hatred Bill,CD:2005-06-21:14,http://data.parliament.uk/resources/103348,,,
no,2005-06-14,12.0,National Lottery Bill,CD:2005-06-14:12,http://data.parliament.uk/resources/103346,,,
no,2005-06-13,9.0,Finance Bill,CD:2005-06-13:9,http://data.parliament.uk/resources/103343,,,
no,2005-06-13,10.0,Finance Bill,CD:2005-06-13:10,http://data.parliament.uk/resources/103344,,,
no,2005-06-08,7.0,EU Constitution,CD:2005-06-08:7,http://data.parliament.uk/resources/103341,,,
no,2005-06-06,5.0,Natural Environment and Rural Communities Bill,CD:2005-06-06:5,http://data.parliament.uk/resources/103339,,,
no,2005-05-25,2.0,The Economy and Welfare Reform,CD:2005-05-25:2,http://data.parliament.uk/resources/103336,,,
no,2005-05-25,3.0,The Economy and Welfare Reform,CD:2005-05-25:3,http://data.parliament.uk/resources/103337,,,
no,2005-05-24,1.0,Health and Education,CD:2005-05-24:1,http://data.parliament.uk/resources/103335,,,
no,2005-04-05,151.0,Mental Capacity Bill,CD:2005-04-05:151,http://data.parliament.uk/resources/103330,,,
no,2005-03-10,129.0,Support For Members Who Have Chosen Not To Take Their Seats,CD:2005-03-10:129,http://data.parliament.uk/resources/103308,no,129.0,http://data.parliament.uk/resources/103308
no,2005-03-10,130.0,Support For Members Who Have Chosen Not To Take Their Seats,CD:2005-03-10:130,http://data.parliament.uk/resources/103309,no,130.0,http://data.parliament.uk/resources/103309
no,2005-03-08,115.0,Road Safety Bill,CD:2005-03-08:115,http://data.parliament.uk/resources/103294,no,115.0,http://data.parliament.uk/resources/103294
no,2005-03-08,116.0,Road Safety Bill,CD:2005-03-08:116,http://data.parliament.uk/resources/103295,no,116.0,http://data.parliament.uk/resources/103295
no,2005-03-08,117.0,Road Safety Bill,CD:2005-03-08:117,http://data.parliament.uk/resources/103296,,,
no,2005-03-08,118.0,Road Safety Bill,CD:2005-03-08:118,http://data.parliament.uk/resources/103297,,,
no,2005-03-08,119.0,Road Safety Bill,CD:2005-03-08:119,http://data.parliament.uk/resources/103298,no,119.0,http://data.parliament.uk/resources/103298
no,2005-03-07,114.0,Future European Union Finances,CD:2005-03-07:114,http://data.parliament.uk/resources/103293,,,
no,2005-03-02,110.0,Council Tax,CD:2005-03-02:110,http://data.parliament.uk/resources/103289,no,110.0,http://data.parliament.uk/resources/103289
no,2005-03-02,111.0,Hospital-acquired Infections,CD:2005-03-02:111,http://data.parliament.uk/resources/103290,no,111.0,http://data.parliament.uk/resources/103290
no,2005-03-01,106.0,Constitutional Reform Bill [Lords],CD:2005-03-01:106,http://data.parliament.uk/resources/103285,no,106.0,http://data.parliament.uk/resources/103285
no,2005-03-01,107.0,Constitutional Reform Bill [Lords],CD:2005-03-01:107,http://data.parliament.uk/resources/103286,no,107.0,http://data.parliament.uk/resources/103286
no,2005-02-28,101.0,Prevention of Terrorism Bill,CD:2005-02-28:101,http://data.parliament.uk/resources/103280,no,101.0,http://data.parliament.uk/resources/103280
no,2005-02-28,102.0,Prevention of Terrorism Bill,CD:2005-02-28:102,http://data.parliament.uk/resources/103281,no,102.0,http://data.parliament.uk/resources/103281
no,2005-02-23,93.0,Prevention of Terrorism Bill,CD:2005-02-23:93,http://data.parliament.uk/resources/103272,no,93.0,http://data.parliament.uk/resources/103272
no,2005-02-22,92.0,Drugs Bill,CD:2005-02-22:92,http://data.parliament.uk/resources/103271,,,
no,2005-02-21,87.0,Clean Neighbourhoods and Environment Bill,CD:2005-02-21:87,http://data.parliament.uk/resources/103266,,,
no,2005-02-21,88.0,Clean Neighbourhoods and Environment Bill,CD:2005-02-21:88,http://data.parliament.uk/resources/103267,no,88.0,http://data.parliament.uk/resources/103267
no,2005-02-21,89.0,Clean Neighbourhoods and Environment Bill,CD:2005-02-21:89,http://data.parliament.uk/resources/103268,no,89.0,http://data.parliament.uk/resources/103268
no,2005-02-21,90.0,Clean Neighbourhoods and Environment Bill,CD:2005-02-21:90,http://data.parliament.uk/resources/103269,no,90.0,http://data.parliament.uk/resources/103269
no,2005-02-09,77.0,European Union Bill,CD:2005-02-09:77,http://data.parliament.uk/resources/103256,,,
no,2005-02-08,76.0,Belmarsh Judgment,CD:2005-02-08:76,http://data.parliament.uk/resources/103255,,,
no,2005-02-07,69.0,Serious Organised Crime and Police Bill,CD:2005-02-07:69,http://data.parliament.uk/resources/103248,,,
no,2005-02-07,70.0,Serious Organised Crime and Police Bill,CD:2005-02-07:70,http://data.parliament.uk/resources/103249,,,
no,2005-02-07,71.0,Serious Organised Crime and Police Bill,CD:2005-02-07:71,http://data.parliament.uk/resources/103250,,,
no,2005-02-07,72.0,Serious Organised Crime and Police Bill,CD:2005-02-07:72,http://data.parliament.uk/resources/103251,,,
no,2005-02-07,73.0,Serious Organised Crime and Police Bill,CD:2005-02-07:73,http://data.parliament.uk/resources/103252,,,
no,2005-02-01,59.0,Constitutional Reform Bill [Lords],CD:2005-02-01:59,http://data.parliament.uk/resources/103238,,,
no,2005-02-01,60.0,Constitutional Reform Bill [Lords],CD:2005-02-01:60,http://data.parliament.uk/resources/103239,,,
no,2005-02-01,61.0,Constitutional Reform Bill [Lords],CD:2005-02-01:61,http://data.parliament.uk/resources/103240,,,
no,2005-02-01,63.0,Constitutional Reform Bill [Lords],CD:2005-02-01:63,http://data.parliament.uk/resources/103242,,,
no,2005-01-31,56.0,Constitutional Reform Bill [Lords],CD:2005-01-31:56,http://data.parliament.uk/resources/103235,,,
no,2005-01-31,57.0,Constitutional Reform Bill [Lords],CD:2005-01-31:57,http://data.parliament.uk/resources/103236,,,
no,2005-01-31,58.0,Constitutional Reform Bill [Lords],CD:2005-01-31:58,http://data.parliament.uk/resources/103237,,,
no,2005-01-26,48.0,Modernisation of the House of Commons,CD:2005-01-26:48,http://data.parliament.uk/resources/103226,no,48.0,http://data.parliament.uk/resources/103226
no,2005-01-26,50.0,Modernisation of the House of Commons,CD:2005-01-26:50,http://data.parliament.uk/resources/103228,aye,,http://data.parliament.uk/resources/103228
no,2005-01-26,51.0,Commissioners for Revenue and Customs Bill,CD:2005-01-26:51,http://data.parliament.uk/resources/103230,,,
no,2005-01-25,44.0,Licensing Act 2003,CD:2005-01-25:44,http://data.parliament.uk/resources/103222,,,
no,2005-01-25,45.0,Food Supplements Directive,CD:2005-01-25:45,http://data.parliament.uk/resources/103223,,,
no,2005-01-24,38.0,Gambling Bill,CD:2005-01-24:38,http://data.parliament.uk/resources/103216,,,
no,2005-01-24,39.0,Gambling Bill,CD:2005-01-24:39,http://data.parliament.uk/resources/103217,,,
no,2005-01-19,35.0,Value for TaxpayersŸ Money,CD:2005-01-19:35,http://data.parliament.uk/resources/103213,no,35.0,http://data.parliament.uk/resources/103213
no,2005-01-10,27.0,Clean Neighbourhoods and Environment Bill,CD:2005-01-10:27,http://data.parliament.uk/resources/103205,no,27.0,http://data.parliament.uk/resources/103205
no,2004-12-16,19.0,School Transport Bill,CD:2004-12-16:19,http://data.parliament.uk/resources/103197,,,
no,2004-12-16,20.0,School Transport Bill,CD:2004-12-16:20,http://data.parliament.uk/resources/103198,,,
no,2004-12-16,21.0,School Transport Bill,CD:2004-12-16:21,http://data.parliament.uk/resources/103199,,,
no,2004-12-14,11.0,Mental Capacity Bill,CD:2004-12-14:11,http://data.parliament.uk/resources/103189,no,11.0,http://data.parliament.uk/resources/103189
no,2004-12-14,12.0,Mental Capacity Bill,CD:2004-12-14:12,http://data.parliament.uk/resources/103190,no,12.0,http://data.parliament.uk/resources/103190
no,2004-12-14,13.0,Mental Capacity Bill,CD:2004-12-14:13,http://data.parliament.uk/resources/103191,no,13.0,http://data.parliament.uk/resources/103191
no,2004-12-14,14.0,Mental Capacity Bill,CD:2004-12-14:14,http://data.parliament.uk/resources/103192,no,14.0,http://data.parliament.uk/resources/103192
no,2004-12-14,15.0,Mental Capacity Bill,CD:2004-12-14:15,http://data.parliament.uk/resources/103193,no,15.0,http://data.parliament.uk/resources/103193
no,2004-12-14,16.0,Mental Capacity Bill,CD:2004-12-14:16,http://data.parliament.uk/resources/103194,no,16.0,http://data.parliament.uk/resources/103194
no,2004-12-13,9.0,School Discipline,CD:2004-12-13:9,http://data.parliament.uk/resources/103187,,,
no,2004-12-13,10.0,Family Justice,CD:2004-12-13:10,http://data.parliament.uk/resources/103188,,,
no,2004-12-06,5.0,Railways Bill,CD:2004-12-06:5,http://data.parliament.uk/resources/103183,no,5.0,http://data.parliament.uk/resources/103183
no,2004-12-01,2.0,Economic Affairs,CD:2004-12-01:2,http://data.parliament.uk/resources/103180,no,2.0,http://data.parliament.uk/resources/103180
no,2004-12-01,3.0,Economic Affairs,CD:2004-12-01:3,http://data.parliament.uk/resources/103181,no,3.0,http://data.parliament.uk/resources/103181
no,2004-11-30,1.0,Health and Education,CD:2004-11-30:1,http://data.parliament.uk/resources/103179,no,1.0,http://data.parliament.uk/resources/103179
no,2004-11-18,338.0,Hunting Bill,CD:2004-11-18:338,http://data.parliament.uk/resources/103176,,,
no,2004-11-17,333.0,Civil Contingencies Bill,CD:2004-11-17:333,http://data.parliament.uk/resources/103171,no,333.0,http://data.parliament.uk/resources/103171
no,2004-11-16,322.0,Pensions Bill,CD:2004-11-16:322,http://data.parliament.uk/resources/103160,no,322.0,http://data.parliament.uk/resources/103160
no,2004-11-11,317.0,Family Doctor Services,CD:2004-11-11:317,http://data.parliament.uk/resources/103155,,,
no,2004-11-09,314.0,Civil Partnerships Bill [Lords],CD:2004-11-09:314,http://data.parliament.uk/resources/103152,no,314.0,http://data.parliament.uk/resources/103152
no,2004-11-03,307.0,Members Allowances,CD:2004-11-03:307,http://data.parliament.uk/resources/103145,,,
no,2004-11-03,308.0,MembersŸ Allowances,CD:2004-11-03:308,http://data.parliament.uk/resources/103146,,,
no,2004-11-02,301.0,Children Bill [Lords],CD:2004-11-02:301,http://data.parliament.uk/resources/103139,no,301.0,http://data.parliament.uk/resources/103139
no,2004-11-02,302.0,Children Bill [Lords],CD:2004-11-02:302,http://data.parliament.uk/resources/103140,no,302.0,http://data.parliament.uk/resources/103140
no,2004-11-02,303.0,Children Bill [Lords],CD:2004-11-02:303,http://data.parliament.uk/resources/103141,no,303.0,http://data.parliament.uk/resources/103141
no,2004-11-02,304.0,Children Bill [Lords],CD:2004-11-02:304,http://data.parliament.uk/resources/103142,no,304.0,http://data.parliament.uk/resources/103142
no,2004-11-02,305.0,Children Bill [Lords],CD:2004-11-02:305,http://data.parliament.uk/resources/103143,no,305.0,http://data.parliament.uk/resources/103143
no,2004-11-02,306.0,Children Bill [Lords],CD:2004-11-02:306,http://data.parliament.uk/resources/103144,no,306.0,http://data.parliament.uk/resources/103144
no,2004-11-01,296.0,Gambling Bill,CD:2004-11-01:296,http://data.parliament.uk/resources/103134,no,296.0,http://data.parliament.uk/resources/103134
no,2004-10-27,287.0,"Domestic Violence, Crime and Victims Bill [Lords]",CD:2004-10-27:287,http://data.parliament.uk/resources/103125,no,287.0,http://data.parliament.uk/resources/103125
no,2004-10-27,288.0,"Domestic Violence, Crime and Victims Bill [Lords]",CD:2004-10-27:288,http://data.parliament.uk/resources/103126,no,288.0,http://data.parliament.uk/resources/103126
no,2004-10-27,292.0,"Domestic Violence, Crime and Victims Bill [Lords]",CD:2004-10-27:292,http://data.parliament.uk/resources/103130,,,
no,2004-10-26,278.0,Programming of Bills,CD:2004-10-26:278,http://data.parliament.uk/resources/103116,no,278.0,http://data.parliament.uk/resources/103116
no,2004-10-26,279.0,Programming of Bills,CD:2004-10-26:279,http://data.parliament.uk/resources/103117,no,279.0,http://data.parliament.uk/resources/103117
no,2004-10-26,280.0,Programming of Bills,CD:2004-10-26:280,http://data.parliament.uk/resources/103118,no,280.0,http://data.parliament.uk/resources/103118
no,2004-10-25,275.0,University Admissions Policy,CD:2004-10-25:275,http://data.parliament.uk/resources/103113,,,
no,2004-10-25,276.0,Wind Farms,CD:2004-10-25:276,http://data.parliament.uk/resources/103114,,,
no,2004-10-20,273.0,Armed Forces (Pensions and Compensation) Bill,CD:2004-10-20:273,http://data.parliament.uk/resources/103111,,,
no,2004-10-19,267.0,"Companies (Audit, Investigations and Community Enterprise) Bill [Lords]",CD:2004-10-19:267,http://data.parliament.uk/resources/103105,,,
no,2004-10-19,268.0,"Companies (Audit, Investigations and Community Enterprise) Bill [Lords]",CD:2004-10-19:268,http://data.parliament.uk/resources/103106,,,
no,2004-10-19,269.0,"Companies (Audit, Investigations and Community Enterprise) Bill [Lords]",CD:2004-10-19:269,http://data.parliament.uk/resources/103107,,,
no,2004-10-18,265.0,Crime,CD:2004-10-18:265,http://data.parliament.uk/resources/103103,,,
no,2004-10-13,258.0,Pensions and Welfare Reform,CD:2004-10-13:258,http://data.parliament.uk/resources/103096,no,258.0,http://data.parliament.uk/resources/103096
no,2004-09-15,247.0,Hunting Bill (Procedure),CD:2004-09-15:247,http://data.parliament.uk/resources/103085,no,247.0,http://data.parliament.uk/resources/103085
