44,date,division number_x,title,uin,uri_x,475,division number_y,uri_y
no,2017-02-08,156.0,European Union (Notification of Withdrawal) Bill: Committee of the whole House Amdt 43,CD:2017-02-08:223,http://data.parliament.uk/resources/686617,,,
no,2017-02-08,157.0,European Union (Notification of Withdrawal) Bill: Committee of the whole House Amdt 86,CD:2017-02-08:224,http://data.parliament.uk/resources/686619,,,
no,2017-02-08,159.0,European Union (Notification of Withdrawal) Bill: Committee of the whole House New Clause 57,CD:2017-02-08:226,http://data.parliament.uk/resources/686623,,,
no,2017-02-08,160.0,European Union (Notification of Withdrawal) Bill: Committee of the whole House New Clause 192,CD:2017-02-08:227,http://data.parliament.uk/resources/686644,,,
no,2017-02-07,141.0,EU (Notification of Withdrawal) Bill Committee of the whole House: New Clause 110,CD:2017-02-07:204,http://data.parliament.uk/resources/685695,,,
no,2017-02-07,142.0,EU (Notification of Withdrawal) Bill Committee of the whole House: New Clause 180,CD:2017-02-07:209,http://data.parliament.uk/resources/685703,,,
no,2017-02-07,143.0,EU (Notification of Withdrawal) Bill Committee of the whole House: New Clause 5,CD:2017-02-07:210,http://data.parliament.uk/resources/685768,,,
no,2017-02-07,144.0,EU (Notification of Withdrawal) Bill Committee of the whole House: New Clause 143,CD:2017-02-07:211,http://data.parliament.uk/resources/685795,,,
no,2017-02-06,137.0,EU (Notification of Withdrawal) Bill: Committee of the whole House New Clause 3,CD:2017-02-06:206,http://data.parliament.uk/resources/685669,,,
no,2017-02-06,138.0,EU (Notification of Withdrawal) Bill Committee: New Clause 4,CD:2017-02-06:205,http://data.parliament.uk/resources/685670,,,
no,2017-02-06,139.0,EU (Notification of Withdrawal) Bill: Committee of the whole House New Clause 26,CD:2017-02-06:207,http://data.parliament.uk/resources/685671,,,
no,2017-02-06,140.0,EU (Notification of Withdrawal) Bill Committee of the whole House: New Clause 158,CD:2017-02-06:208,http://data.parliament.uk/resources/685672,,,
no,2017-02-01,134.0,European Union (Notification Etc.) Bill: Second Reading - Mr Robertson's Amendment,CD:2017-02-01:201,http://data.parliament.uk/resources/682569,,,
no,2017-01-25,132.0,Opposition Motion: Prisons,CD:2017-01-25:199,http://data.parliament.uk/resources/678297,,,
no,2017-01-25,133.0,Opposition Motion: School Funding,CD:2017-01-25:200,http://data.parliament.uk/resources/678341,,,
no,2017-01-24,129.0,Wales Bill: Lords Amendment 36 - Amdt (a),CD:2017-01-24:196,http://data.parliament.uk/resources/677700,,,
no,2017-01-17,123.0,Opposition Motion: Effect of the UK leaving the EU on the rural economy,CD:2017-01-17:190,http://data.parliament.uk/resources/673844,,,
no,2017-01-17,124.0,Opposition Motion: DWP policies and low-income households,CD:2017-01-17:191,http://data.parliament.uk/resources/673874,,,
no,2017-01-11,122.0,Opposition Motion: NHS and social care funding,CD:2017-01-11:189,http://data.parliament.uk/resources/671450,,,
no,2017-01-10,117.0,Commonwealth Development Corporation Bill: Report Stage New Clause 1,CD:2017-01-10:184,http://data.parliament.uk/resources/670447,,,
no,2017-01-10,118.0,Commonwealth Development Corporation Bill: Report Stage Amdt 3,CD:2017-01-10:185,http://data.parliament.uk/resources/670448,,,
no,2017-01-09,115.0,Technical and Further Education Bill: Report Stage New Clause 4,CD:2017-01-09:182,http://data.parliament.uk/resources/669733,,,
no,2017-01-09,116.0,Technical and Further Education Bill: Report Stage Amendment 22,CD:2017-01-09:183,http://data.parliament.uk/resources/669796,,,
no,2016-12-14,111.0,Opposition Motion: Effect on equality of the Autumn Statement 2016,CD:2016-12-14:178,http://data.parliament.uk/resources/658125,,,
no,2016-12-13,109.0,Neighbourhood Planning Bill Report Stage Amendment 14,CD:2016-12-13:176,http://data.parliament.uk/resources/657539,,,
no,2016-12-13,108.0,Neighbourhood Planning Bill Report Stage New Clause 9,CD:2016-12-13:175,http://data.parliament.uk/resources/657541,,,
no,2016-12-12,104.0,Savings (Government Contributions) Bill: Report Stage New Clause 2,CD:2016-12-12:171,http://data.parliament.uk/resources/656665,,,
no,2016-12-12,105.0,Savings (Government Contributions) Bill Report Stage Amendment 15,CD:2016-12-12:172,http://data.parliament.uk/resources/656666,,,
no,2016-12-12,106.0,Savings (Government Contributions) Bill Report Stage Amendment 2,CD:2016-12-12:173,http://data.parliament.uk/resources/656668,,,
no,2016-11-30,100.0,Opposition Motion: Effect of the increase in the state pension age on women born in the 1950s,CD:2016-11-30:167,http://data.parliament.uk/resources/648387,,,
no,2016-11-28,96.0,Digital Economy Bill: Report Stage New Clause 10,CD:2016-11-28:163,http://data.parliament.uk/resources/646361,,,
no,2016-11-28,97.0,Digital Economy Bill: Report Stage New Clause 27,CD:2016-11-28:164,http://data.parliament.uk/resources/646362,,,
no,2016-11-28,98.0,Digital Economy Bill: Report Stage New Clause 8,CD:2016-11-28:165,http://data.parliament.uk/resources/646440,,,
no,2016-11-22,94.0,Opposition Motion: Education and Social Mobility,CD:2016-11-22:161,http://data.parliament.uk/resources/641464,,,
no,2016-11-22,95.0,Opposition Motion: National Health Service Funding,CD:2016-11-22:162,http://data.parliament.uk/resources/641522,,,
no,2016-11-21,87.0,Higher Education and Research Bill: Report Stage New Clause 2,CD:2016-11-21:154,http://data.parliament.uk/resources/640531,,,
no,2016-11-21,88.0,Higher Education and Research Bill: Report Stage New Clause 5,CD:2016-11-21:155,http://data.parliament.uk/resources/640533,,,
no,2016-11-21,89.0,Higher Education and Research Bill: Report Stage New Clause 14,CD:2016-11-21:156,http://data.parliament.uk/resources/640544,,,
no,2016-11-21,91.0,Higher Education and Research Bill: Report Stage Amendment 40,CD:2016-11-21:158,http://data.parliament.uk/resources/640564,,,
no,2016-11-21,92.0,Higher Education and Research Bill: Report Stage Amendment 56,CD:2016-11-21:159,http://data.parliament.uk/resources/640593,,,
no,2016-11-21,90.0,Higher Education and Research Bill: Report Stage Amendment 47,CD:2016-11-21:157,http://data.parliament.uk/resources/640631,,,
no,2016-11-16,82.0,"Opposition Motion: Autumn Statement distributional analysis, universal credit and ESA",CD:2016-11-16:149,http://data.parliament.uk/resources/637405,,,
no,2016-11-16,83.0,Opposition Motion: social care,CD:2016-11-16:150,http://data.parliament.uk/resources/637445,,,
no,2016-11-15,79.0,Small Charitable Donations etc Bill Report Stage New Clause 3,CD:2016-11-15:146,http://data.parliament.uk/resources/636356,,,
no,2016-11-15,80.0,Small Charitable Donations etc Bill Report Stage New Clause 4,CD:2016-11-15:147,http://data.parliament.uk/resources/636357,,,
no,2016-11-15,81.0,Small Charitable Donations Etc Bill: Report Stage Amdt 1,CD:2016-11-15:148,http://data.parliament.uk/resources/636408,,,
no,2016-11-02,75.0,Opposition Motion: Community Pharmacies,CD:2016-11-02:142,http://data.parliament.uk/resources/626911,,,
no,2016-11-02,76.0,Opposition Motion: Police Officer Safety,CD:2016-11-02:143,http://data.parliament.uk/resources/626953,,,
no,2016-10-26,72.0,Opposition Motion: Yemen,CD:2016-10-26:139,http://data.parliament.uk/resources/621252,,,
no,2016-10-19,69.0,Opposition motion: Rights of EU nationals,CD:2016-10-19:136,http://data.parliament.uk/resources/605580,,,
no,2016-10-19,70.0,Opposition Motion: House of Lords reform and the size of the House of Commons,CD:2016-10-19:137,http://data.parliament.uk/resources/605620,,,
no,2016-10-18,68.0,Broadcasting Amdt (a),CD:2016-10-18:135,http://data.parliament.uk/resources/604276,,,
no,2016-09-14,67.0,Opposition Motion: NHS sustainabiliy and transformation plans,CD:2016-09-14:134,http://data.parliament.uk/resources/582798,,,
no,2016-09-12,62.0,Wales Bill: Report Stage Amdt 60,CD:2016-09-12:129,http://data.parliament.uk/resources/581281,,,
no,2016-09-12,63.0,Wales Bill: Report Stage New Clause 3,CD:2016-09-12:130,http://data.parliament.uk/resources/581521,,,
no,2016-09-12,64.0,Wales Bill: Report Stage New Clause 6,CD:2016-09-12:131,http://data.parliament.uk/resources/581559,,,
no,2016-09-06,58.0,Finance Bill: Report Stage Amdt 174,CD:2016-09-06:125,http://data.parliament.uk/resources/576587,,,
no,2016-09-06,59.0,Finance Bill: Report Stage New Clause 8,CD:2016-09-06:126,http://data.parliament.uk/resources/576591,,,
no,2016-09-06,60.0,Finance Bill: Report Stage New Clause 15,CD:2016-09-06:127,http://data.parliament.uk/resources/576592,,,
no,2016-09-05,53.0,Finance Bill: Report Stage New Clause 5,CD:2016-09-05:120,http://data.parliament.uk/resources/575629,,,
no,2016-09-05,54.0,Finance Bill: Report Stage Amdt 162 ,CD:2016-09-05:121,http://data.parliament.uk/resources/575630,,,
no,2016-09-05,55.0,Finance Bill Report Stage New Clause 7,CD:2016-09-05:122,http://data.parliament.uk/resources/576210,,,
no,2016-09-05,56.0,Finance Bill Report Stage New Clause 13,CD:2016-09-05:123,http://data.parliament.uk/resources/576211,,,
no,2016-09-05,57.0,Finance Bill Report Stage Amdt 144,CD:2016-09-05:124,http://data.parliament.uk/resources/576346,,,
no,2016-07-20,51.0,Opposition Motion: Supported Housing Benefit,CD:2016-07-20:118,http://data.parliament.uk/resources/540630,,,
no,2016-07-20,52.0,Opposition Motion: Charter for Budget Responsibility,CD:2016-07-20:119,http://data.parliament.uk/resources/540635,,,
no,2016-07-12,42.0,Opposition Day: EU Referendum: Energy and Environment,CD:2016-07-12:109,http://data.parliament.uk/resources/535367,,,
no,2016-07-12,43.0,Opposition Day: SATs Results,CD:2016-07-12:110,http://data.parliament.uk/resources/535427,,,
no,2016-07-11,37.0,Wales Bill (Committee): Amendment 83,CD:2016-07-11:104,http://data.parliament.uk/resources/535009,,,
no,2016-07-11,38.0,Wales Bill (committee): Amendment 123,CD:2016-07-11:105,http://data.parliament.uk/resources/535011,,,
no,2016-07-11,39.0,Wales Bill (committee): Amendment 74,CD:2016-07-11:106,http://data.parliament.uk/resources/535091,,,
no,2016-07-11,40.0,Wales Bill (committee): Amendment 81,CD:2016-07-11:107,http://data.parliament.uk/resources/535093,,,
no,2016-07-11,41.0,Wales Bill (committee): NC 2,CD:2016-07-11:108,http://data.parliament.uk/resources/535094,,,
no,2016-07-05,31.0,Wales Bill Committee Amdt 5,CD:2016-07-05:98,http://data.parliament.uk/resources/532624,,,
no,2016-07-05,32.0,Wales Bill Committee Amdt 7,CD:2016-07-05:99,http://data.parliament.uk/resources/532625,,,
no,2016-07-05,34.0,Wales Bill Committee Amdt 11,CD:2016-07-05:101,http://data.parliament.uk/resources/532682,,,
no,2016-06-28,25.0,Finance Bill: committee: Amendment 1,CD:2016-06-28:92,http://data.parliament.uk/resources/528997,,,
no,2016-06-28,26.0,Finance Bill: committee: New Clause 9,CD:2016-06-28:93,http://data.parliament.uk/resources/528998,,,
no,2016-06-28,29.0, Finance Bill: committee: New Clause 2,CD:2016-06-28:96,http://data.parliament.uk/resources/529004,,,
no,2016-06-27,22.0,Finance Bill: committee: Amendment 2,CD:2016-06-27:89,http://data.parliament.uk/resources/528761,,,
no,2016-06-27,23.0,Finance Bill: New Clause 1,CD:2016-06-27:90,http://data.parliament.uk/resources/528763,,,
no,2016-06-13,16.0,Policing and Crime Bill Report Stage: New Clause 63,CD:2016-06-13:83,http://data.parliament.uk/resources/524550,,,
no,2016-06-13,17.0,Policing and Crime Bill Report Stage: New Clause 64,CD:2016-06-13:84,http://data.parliament.uk/resources/524551,,,
no,2016-06-13,18.0,Policing and Crime Bill Report Stage: New Clause 2,CD:2016-06-13:85,http://data.parliament.uk/resources/524571,,,
no,2016-06-13,19.0,Policing and Crime Bill Report Stage: New Clause 60,CD:2016-06-13:86,http://data.parliament.uk/resources/524572,,,
no,2016-06-08,14.0,Opposition Day: BBC White Paper,CD:2016-06-08:81,http://data.parliament.uk/resources/523767,,,
no,2016-06-08,15.0,Opposition Day: Disability Employment Gap,CD:2016-06-08:82,http://data.parliament.uk/resources/523811,,,
no,2016-06-07,10.0,Investigatory Powers Bill Report Stage: Amdt 390,CD:2016-06-07:77,http://data.parliament.uk/resources/523254,,,
no,2016-06-07,11.0,Investigatory Powers Bill Report Stage: Amdt. 320,CD:2016-06-07:78,http://data.parliament.uk/resources/523256,,,
no,2016-06-07,12.0,Investigatory Powers Bill Report Stage: Amdt 3,CD:2016-06-07:79,http://data.parliament.uk/resources/523292,,,
no,2016-06-06,5.0,Investigatory Powers Bill: Report: NC1,CD:2016-06-06:72,http://data.parliament.uk/resources/522821,,,
no,2016-06-06,6.0,Invesigatory Powers Bill: Report: Amendment 465,CD:2016-06-06:73,http://data.parliament.uk/resources/522822,,,
no,2016-06-06,7.0,Investigatory Powers Bill: Report: Amendment 482,CD:2016-06-06:74,http://data.parliament.uk/resources/522823,,,
no,2016-06-06,8.0,Investigatory Powers Bill: Report: Amendment 267,CD:2016-06-06:75,http://data.parliament.uk/resources/522937,,,
no,2016-06-06,9.0,Investigatory Powers Bill: Report: Amendment 312,CD:2016-06-06:76,http://data.parliament.uk/resources/522938,,,
no,2016-05-26,2.0,"Queen's Speech, Economy and Work, Amendment e (J Corbyn)",CD:2016-05-26:69,http://data.parliament.uk/resources/521793,,,
no,2016-05-26,3.0,"Queen's Speech, Economy and Work, Amendment d (A Robertson)",CD:2016-05-26:70,http://data.parliament.uk/resources/521794,,,
no,2016-05-25,1.0,Queen's Speech - Jeremy Corbyn's amendment,CD:2016-05-25:68,http://data.parliament.uk/resources/521760,,,
no,2016-05-04,263.0,Opposition Day: NHS Bursaries,CD:2016-05-04:61,http://data.parliament.uk/resources/517278,,,
no,2016-04-26,251.0,Policing and Crime Blll Report Stage: Amdt. 3,CD:2016-04-26:49,http://data.parliament.uk/resources/515588,,,
no,2016-04-26,252.0,Policing and Crime Bill Report Stage: Amdt 20,CD:2016-04-26:50,http://data.parliament.uk/resources/515591,,,
no,2016-04-26,253.0,Policing and Crime Bill Report Stage: Amdt 6,CD:2016-04-26:51,http://data.parliament.uk/resources/515592,,,
no,2016-04-26,254.0,Policing and Crime Bill Report Stage: Amdt 13,CD:2016-04-26:52,http://data.parliament.uk/resources/515603,,,
no,2016-04-26,255.0,Policing and Crime Bill Report Stage: Amdt 10,CD:2016-04-26:53,http://data.parliament.uk/resources/515604,,,
no,2016-04-19,238.0,Bank of England Bill Report Stage: New Clause 2,CD:2016-04-19:36,http://data.parliament.uk/resources/513792,,,
no,2016-04-19,239.0,Bank of England Bill Report Stage: New Clause 14,CD:2016-04-19:37,http://data.parliament.uk/resources/513799,,,
no,2016-04-19,240.0,Bank of England Bill Report Stage: Amdt 8,CD:2016-04-19:38,http://data.parliament.uk/resources/513800,,,
no,2016-04-19,241.0,Bank of England Bill Report Stage: Amdt 4,CD:2016-04-19:39,http://data.parliament.uk/resources/513801,,,
no,2016-04-13,235.0,Opposition Day: Tax avoidance and evasion,CD:2016-04-13:33,http://data.parliament.uk/resources/511673,,,
no,2016-03-23,228.0,HS2: report stage: NC 20,CD:2016-03-23:26,http://data.parliament.uk/resources/486079,,,
no,2016-03-23,229.0,HS2: report stage: NC 8,CD:2016-03-23:27,http://data.parliament.uk/resources/486080,,,
no,2016-03-23,230.0,High Speed Rail Bill Report Stage: New Clause 22,CD:2016-03-23:28,http://data.parliament.uk/resources/486081,,,
no,2016-03-14,215.0,Energy Bill: amendment 8,CD:2016-03-14:13,http://data.parliament.uk/resources/483354,,,
no,2016-03-14,216.0,Energy Bill (Lords) Report Stage: New Clause 3,CD:2016-03-14:14,http://data.parliament.uk/resources/483355,,,
no,2016-03-14,217.0,Energy Bill (Lords) Report Stage: New Clause 8,CD:2016-03-14:15,http://data.parliament.uk/resources/483356,,,
no,2016-03-14,218.0,Energy Bill (Lord) Report Stage: New Clause 10,CD:2016-03-14:16,http://data.parliament.uk/resources/486071,,,
no,2016-03-14,214.0,Energy Bill: amendment 24,CD:2016-03-14:12,http://data.parliament.uk/resources/486072,,,
no,2015-03-26,188.0,"Elections for positions in the House. Motion made and Question put That this House notes the recommendation of the Procedure Committee in its Fifth Report of Session 2010–12, 2010 Elections for positions in the House [see V&P]. Q acc negatived.",CD:2015-03-26:188,http://data.parliament.uk/resources/229689,,,
no,2015-03-25,184.0,"Finance (No. 2) Bill: Committee of the whole House: New Clause NC1 brought up, and read the first time. Question put, That the Clause be read a second time. Q acc negatived.",CD:2015-03-25:184,http://data.parliament.uk/resources/229685,,,
no,2015-03-25,185.0,"
Finance (No. 2) Bill: Committee of the whole House. Amendment 1 proposed. Question put, That the Amendment be made. Q acc negatived.",CD:2015-03-25:185,http://data.parliament.uk/resources/229686,,,
no,2015-03-25,186.0,"Finance (No. 2) Bill: Committee of the whole House. Amendment 2 proposed. Question put, That the Amendment be made. Q acc negatived.",CD:2015-03-25:186,http://data.parliament.uk/resources/229687,,,
no,2015-03-11,174.0,"That the draft Standardised Packaging of Tobacco Products Regulations 2015, which were laid before this House on 23 February, be approved. Question accordingly agreed to.",CD:2015-03-11:174,http://data.parliament.uk/resources/227631,,,
no,2015-03-10,173.0,"Deregulation Bill: Lords Amendment 27. Question put, That the Amendment be made. Question accordingly negatived.",CD:2015-03-10:173,http://data.parliament.uk/resources/227630,,,
no,2015-03-04,168.0,Opposition Day: future government spending. See V&P for details. Q acc negatived.,CD:2015-03-04:168,http://data.parliament.uk/resources/226116,,,
no,2015-02-25,163.0,Opposition Day:  Bankers’ bonuses and the banking industry. See V&P for full details. Q acc negatived.,CD:2015-02-25:163,http://data.parliament.uk/resources/224544,,,
no,2015-02-25,164.0,Opposition Day: Paid directorships and consultancies and hon. Members. See V&P for full details. Q acc negatived.,CD:2015-02-25:164,http://data.parliament.uk/resources/224545,,,
no,2015-02-23,158.0,Serious Crime Bill: That new Clause NC2 be added to the Bill. Q acc negatived.,CD:2015-02-23:158,http://data.parliament.uk/resources/224539,,,
no,2015-02-23,159.0,Serious Crime Bill: That new Clause NC17 be added to the Bill. Q acc negatived.,CD:2015-02-23:159,http://data.parliament.uk/resources/224540,,,
no,2015-02-23,160.0,Serious Crime Bill: That new Clause NC17 be added to the Bill. Q acc negatived.,CD:2015-02-23:160,http://data.parliament.uk/resources/224541,,,
no,2015-02-23,162.0,Serious Crime Bill: That Amendment 20 be made. Q acc negatived.,CD:2015-02-23:162,http://data.parliament.uk/resources/224543,,,
no,2015-02-11,152.0,"Statutory Instruments: Motion for Approval. That the draft Smoke-free (Private Vehicles) Regulations 2015, which were laid before this House on 17 December 2014, be approved. Q acc negatived.",CD:2015-02-11:152,http://data.parliament.uk/resources/221496,,,
no,2015-02-11,153.0,Opposition Day: Compulsory Jobs Guarantee. See V&P for full details. Q acc negatived.,CD:2015-02-11:153,http://data.parliament.uk/resources/221497,,,
no,2015-02-11,154.0,Opposition Day: Tax Avoidance. See V&P for full details. Q acc negatived.,CD:2015-02-11:154,http://data.parliament.uk/resources/221498,,,
no,2015-02-03,147.0,"Human Fertilisation and Embryology. Motion made and Q put, That the draft Human Fertilisation and Embryology (Mitochondrial Donation) Regulations 2015, be approved. Question accordingly agreed to.",CD:2015-02-03:147,http://data.parliament.uk/resources/221491,,,
no,2015-01-28,143.0,Opp. Day Debate (15th allotted day (S.O. No. 14)). Government Spending and the NHS. Motion (see V&P) made and Q. put. Q. acc. negatived.,CD:2015-01-28:143,http://data.parliament.uk/resources/177239,,,
no,2015-01-28,144.0,Opp. Day Debate (15th allotted day (S.O. No. 14)). Sustainable Development Goals. Motion (see V&P) made and Q. put. Q. acc. negatived.,CD:2015-01-28:144,http://data.parliament.uk/resources/177240,,,
no,2015-01-26,138.0,"Infrastructure Bill [Lords]: Consideration of the Bill, as amended in PBC. That new Clause NC2 be added to the Bill (NC selected by the Spkr for separate decision) Q. acc. negatived.",CD:2015-01-26:138,http://data.parliament.uk/resources/177234,,,
no,2015-01-26,139.0,"Infrastructure Bill [Lords]: Consideration of the Bill, as amended in PBC. That new Clause NC9 be added to the Bill (NC selected by the Spkr for separate decision) Q. acc. negatived.",CD:2015-01-26:139,http://data.parliament.uk/resources/177235,,,
