515,date,division number,title,uin,uri
no,2002-10-15,320.0,Urban Post Office Reinvention Programme,CD:2002-10-15:320,http://data.parliament.uk/resources/102406
no,2002-07-18,312.0,Proceeds of Crime Bill,CD:2002-07-18:312,http://data.parliament.uk/resources/102398
no,2002-07-18,313.0,Proceeds of Crime Bill,CD:2002-07-18:313,http://data.parliament.uk/resources/102399
no,2002-07-18,314.0,Proceeds of Crime Bill,CD:2002-07-18:314,http://data.parliament.uk/resources/102400
no,2002-07-18,315.0,Proceeds of Crime Bill,CD:2002-07-18:315,http://data.parliament.uk/resources/102401
no,2002-07-15,307.0,Education Bill,CD:2002-07-15:307,http://data.parliament.uk/resources/102393
no,2002-07-15,308.0,Education Bill,CD:2002-07-15:308,http://data.parliament.uk/resources/102394
no,2002-07-15,309.0,Education Bill,CD:2002-07-15:309,http://data.parliament.uk/resources/102395
no,2002-07-15,310.0,Education Bill,CD:2002-07-15:310,http://data.parliament.uk/resources/102396
no,2002-07-10,301.0,Deferred Divisions,CD:2002-07-10:301,http://data.parliament.uk/resources/102387
no,2002-07-10,302.0,Deferred Divisions,CD:2002-07-10:302,http://data.parliament.uk/resources/102388
no,2002-07-09,299.0,Mersey Tunnels Bill (By Order),CD:2002-07-09:299,http://data.parliament.uk/resources/102385
no,2002-07-09,300.0,Mersey Tunnels Bill (By Order),CD:2002-07-09:300,http://data.parliament.uk/resources/102386
no,2002-07-08,298.0,Care Homes,CD:2002-07-08:298,http://data.parliament.uk/resources/102384
no,2002-07-04,296.0,Finance Bill,CD:2002-07-04:296,http://data.parliament.uk/resources/102382
no,2002-07-02,287.0,Funded Pensions,CD:2002-07-02:287,http://data.parliament.uk/resources/102373
no,2002-06-26,284.0,Tax Credits Bill,CD:2002-06-26:284,http://data.parliament.uk/resources/102370
no,2002-06-24,279.0,Export Control Bill,CD:2002-06-24:279,http://data.parliament.uk/resources/102365
no,2002-06-24,280.0,Single European Sky,CD:2002-06-24:280,http://data.parliament.uk/resources/102366
no,2002-06-10,254.0,National Insurance Contributions Bill,CD:2002-06-10:254,http://data.parliament.uk/resources/102340
no,2002-06-10,255.0,National Insurance Contributions Bill,CD:2002-06-10:255,http://data.parliament.uk/resources/102341
no,2002-06-10,258.0,National Insurance Contributions Bill,CD:2002-06-10:258,http://data.parliament.uk/resources/102344
no,2002-05-22,251.0,National Health Service Reform and Health Care Professions Bill,CD:2002-05-22:251,http://data.parliament.uk/resources/102337
no,2002-05-22,252.0,National Health Service Reform and Health Care Professions Bill,CD:2002-05-22:252,http://data.parliament.uk/resources/102338
no,2002-05-21,250.0,Special Educational Needs,CD:2002-05-21:250,http://data.parliament.uk/resources/102336
no,2002-05-20,247.0,Adoption and Children Bill,CD:2002-05-20:247,http://data.parliament.uk/resources/102333
no,2002-05-16,244.0,Adoption and Children Bill,CD:2002-05-16:244,http://data.parliament.uk/resources/102330
no,2002-05-14,236.0,"Modernisation of the House of Commons [Relevant document: The Second Report from the Liaison Committee, HC 692, Session 2001‹02, on Select Committees: Modernisation Proposals.]",CD:2002-05-14:236,http://data.parliament.uk/resources/102322
no,2002-05-14,237.0,"Modernisation of the House of Commons [Relevant document: The Second Report from the Liaison Committee, HC 692, Session 2001‹02, on Select Committees: Modernisation Proposals.]",CD:2002-05-14:237,http://data.parliament.uk/resources/102323
no,2002-05-14,239.0,"Modernisation of the House of Commons [Relevant document: The Second Report from the Liaison Committee, HC 692, Session 2001‹02, on Select Committees: Modernisation Proposals.]",CD:2002-05-14:239,http://data.parliament.uk/resources/102325
no,2002-05-09,232.0,Finance Bill,CD:2002-05-09:232,http://data.parliament.uk/resources/102318
no,2002-05-08,228.0,Finance Bill,CD:2002-05-08:228,http://data.parliament.uk/resources/102314
no,2002-05-07,225.0,Police Reform Bill [Lords],CD:2002-05-07:225,http://data.parliament.uk/resources/102311
no,2002-04-30,223.0,Finance Bill,CD:2002-04-30:223,http://data.parliament.uk/resources/102309
no,2002-04-29,221.0,Tobacco Advertising and Promotion Bill [Lords],CD:2002-04-29:221,http://data.parliament.uk/resources/102307
no,2002-04-24,219.0,"Nationality, Immigration and Asylum Bill",CD:2002-04-24:219,http://data.parliament.uk/resources/102305
no,2002-04-23,213.0,Budget Resolutions and Economic Situation,CD:2002-04-23:213,http://data.parliament.uk/resources/102299
no,2002-04-23,214.0,Budget Resolutions and Economic Situation,CD:2002-04-23:214,http://data.parliament.uk/resources/102300
no,2002-04-23,216.0,Budget Resolutions and Economic Situation,CD:2002-04-23:216,http://data.parliament.uk/resources/102302
no,2002-04-23,217.0,Budget Resolutions and Economic Situation,CD:2002-04-23:217,http://data.parliament.uk/resources/102303
no,2002-04-16,211.0,Selective Schools (Transitional Arrangements),CD:2002-04-16:211,http://data.parliament.uk/resources/102297
no,2002-04-15,207.0,Electoral Fraud (Northern Ireland) Bill (Programme),CD:2002-04-15:207,http://data.parliament.uk/resources/102293
no,2002-04-15,208.0,City of London (Ward Elections) Bill,CD:2002-04-15:208,http://data.parliament.uk/resources/102294
no,2002-04-10,204.0,Enterprise Bill,CD:2002-04-10:204,http://data.parliament.uk/resources/102290
no,2002-03-25,203.0,State Pension Credit Bill [Lords],CD:2002-03-25:203,http://data.parliament.uk/resources/102289
no,2002-03-19,201.0,Education and Skills Training,CD:2002-03-19:201,http://data.parliament.uk/resources/102287
no,2002-03-18,199.0,Hunting With Dogs,CD:2002-03-18:199,http://data.parliament.uk/resources/102285
no,2002-03-12,192.0,London and the South-East,CD:2002-03-12:192,http://data.parliament.uk/resources/102278
no,2002-03-05,181.0,Steel Industry,CD:2002-03-05:181,http://data.parliament.uk/resources/102267
no,2002-02-12,167.0,Employment Bill,CD:2002-02-12:167,http://data.parliament.uk/resources/102253
no,2002-02-06,157.0,Education Bill,CD:2002-02-06:157,http://data.parliament.uk/resources/102243
no,2002-02-06,158.0,Education Bill,CD:2002-02-06:158,http://data.parliament.uk/resources/102244
no,2002-02-06,159.0,Education Bill,CD:2002-02-06:159,http://data.parliament.uk/resources/102245
no,2002-02-06,161.0,Education Bill,CD:2002-02-06:161,http://data.parliament.uk/resources/102247
no,2002-02-06,162.0,Education Bill,CD:2002-02-06:162,http://data.parliament.uk/resources/102248
no,2002-02-05,154.0,Education Bill,CD:2002-02-05:154,http://data.parliament.uk/resources/102240
no,2002-02-05,155.0,Education Bill,CD:2002-02-05:155,http://data.parliament.uk/resources/102241
no,2002-02-04,153.0,Pensions and Benefits,CD:2002-02-04:153,http://data.parliament.uk/resources/102239
no,2002-01-29,148.0,Post Office,CD:2002-01-29:148,http://data.parliament.uk/resources/102234
no,2002-01-22,140.0,Public Services,CD:2002-01-22:140,http://data.parliament.uk/resources/102221
no,2002-01-21,138.0,Justice (Northern Ireland) Bill,CD:2002-01-21:138,http://data.parliament.uk/resources/102219
no,2002-01-15,133.0,National Health Service Reform and Health Care Professions Bill,CD:2002-01-15:133,http://data.parliament.uk/resources/102214
no,2002-01-14,129.0,Office of Communications Bill [Lords] (Programme),CD:2002-01-14:129,http://data.parliament.uk/resources/102210
no,2002-01-08,123.0,Commonhold and Leasehold Reform Bill [Lords]Order for Second Reading read.,CD:2002-01-08:123,http://data.parliament.uk/resources/102204
no,2001-12-18,121.0,Facilities of the House,CD:2001-12-18:121,http://data.parliament.uk/resources/102202
no,2001-12-17,116.0,Northern Ireland Arms Decommissioning (Amendment) Bill,CD:2001-12-17:116,http://data.parliament.uk/resources/102197
no,2001-12-13,113.0,Animal Health Bill,CD:2001-12-13:113,http://data.parliament.uk/resources/102194
no,2001-12-12,105.0,Deferred Divisions,CD:2001-12-12:105,http://data.parliament.uk/resources/102186
no,2001-12-12,107.0,"Anti-terrorism, Crime and Security Bill",CD:2001-12-12:107,http://data.parliament.uk/resources/102188
no,2001-12-12,109.0,"Anti-terrorism, Crime and Security Bill",CD:2001-12-12:109,http://data.parliament.uk/resources/102190
no,2001-12-12,110.0,"Anti-terrorism, Crime and Security Bill",CD:2001-12-12:110,http://data.parliament.uk/resources/102191
no,2001-12-10,104.0,Tax Credits Bill,CD:2001-12-10:104,http://data.parliament.uk/resources/102185
no,2001-12-05,103.0,Business of the House,CD:2001-12-05:103,http://data.parliament.uk/resources/102184
no,2001-12-03,96.0,Dissemination of Information,CD:2001-12-03:96,http://data.parliament.uk/resources/102177
no,2001-12-03,98.0,Public Services,CD:2001-12-03:98,http://data.parliament.uk/resources/102179
no,2001-11-29,93.0,Allocation of Time,CD:2001-11-29:93,http://data.parliament.uk/resources/102174
no,2001-11-28,90.0,Civil Defence (Grant) Bill,CD:2001-11-28:90,http://data.parliament.uk/resources/102171
no,2001-11-28,91.0,Civil Defence (Grant) Bill,CD:2001-11-28:91,http://data.parliament.uk/resources/102172
no,2001-11-28,92.0,Civil Defence (Grant) Bill,CD:2001-11-28:92,http://data.parliament.uk/resources/102173
no,2001-11-27,88.0,Employment Bill,CD:2001-11-27:88,http://data.parliament.uk/resources/102169
no,2001-11-27,89.0,Employment Bill,CD:2001-11-27:89,http://data.parliament.uk/resources/102170
no,2001-11-26,80.0,"Anti-terrorism, Crime and Security Bill",CD:2001-11-26:80,http://data.parliament.uk/resources/102161
no,2001-11-06,50.0,Education and Lifelong Learning,CD:2001-11-06:50,http://data.parliament.uk/resources/102131
no,2001-10-30,46.0,Proceeds of Crime Bill,CD:2001-10-30:46,http://data.parliament.uk/resources/102127
no,2001-10-29,45.0,Adoption and Children Bill,CD:2001-10-29:45,http://data.parliament.uk/resources/102126
no,2001-10-24,42.0,Sex Discrimination (Election Candidates) Bill,CD:2001-10-24:42,http://data.parliament.uk/resources/102123
no,2001-10-23,40.0,Ministerial Conduct (DTLR),CD:2001-10-23:40,http://data.parliament.uk/resources/102121
no,2001-10-17,38.0,European Communities (Amendment) Bill,CD:2001-10-17:38,http://data.parliament.uk/resources/102119
no,2001-07-19,36.0,European Communities (Finance) Bill (Programme) (No. 2),CD:2001-07-19:36,http://data.parliament.uk/resources/102117
no,2001-07-18,30.0,Deferred Divisions,CD:2001-07-18:30,http://data.parliament.uk/resources/102111
no,2001-07-18,31.0,Deferred Divisions,CD:2001-07-18:31,http://data.parliament.uk/resources/102112
no,2001-07-17,29.0,European Communities (Amendment) Bill,CD:2001-07-17:29,http://data.parliament.uk/resources/102110
no,2001-07-16,25.0,Business of the House,CD:2001-07-16:25,http://data.parliament.uk/resources/102106
no,2001-07-11,18.0,Deferred Divisions,CD:2001-07-11:18,http://data.parliament.uk/resources/102099
no,2001-07-11,21.0,European Communities (Amendment) Bill (Programme) (No. 2),CD:2001-07-11:21,http://data.parliament.uk/resources/102102
no,2001-07-10,17.0,Electoral Fraud (Northern Ireland) Bill,CD:2001-07-10:17,http://data.parliament.uk/resources/102098
no,2001-07-05,11.0,"Members' Allowances, Insurance &c.",CD:2001-07-05:11,http://data.parliament.uk/resources/102092
no,2001-06-28,5.0,Business of the House,CD:2001-06-28:5,http://data.parliament.uk/resources/102086
no,2001-06-28,6.0,Programming of Bills,CD:2001-06-28:6,http://data.parliament.uk/resources/102087
no,2001-06-28,7.0,Deferred Divisions,CD:2001-06-28:7,http://data.parliament.uk/resources/102088
aye,2010-03-23,,"Cluster Munitions (Prohibitions) Bill [Lords], Question put, That the amendment 4 be made), sitting committee",CD:2010-03-23:117,http://data.parliament.uk/resources/104609
aye,2010-03-16,,"Illegally Logged Timber (Prohibition of Retail, Wholesale and Distribution), Question put accordingly (Standing Order No. 31(2), That the original words stand part of the Question",CD:2010-03-16:110,http://data.parliament.uk/resources/104602
aye,2010-03-16,,"Higher Education, Question put accordingly (Standing Order No. 31(2), That the original words stand part of the Question",CD:2010-03-16:111,http://data.parliament.uk/resources/104603
aye,2010-03-09,,"Hydrofluorocarbons Limitation, Question put ac cordingly (Standing Order No. 31 (2)), That the original words stand part of the Question",CD:2010-03-09:104,http://data.parliament.uk/resources/104596
aye,2010-03-08,,"Crime and Security Bill, Question put, That new clause 1 be read a Second time",CD:2010-03-08:101,http://data.parliament.uk/resources/104593
aye,2010-03-08,,"Crime and Security Bill, Question put, That clause new clause 3 be read a Second time",CD:2010-03-08:102,http://data.parliament.uk/resources/104594
aye,2010-03-04,,"Select Committee on Reform, Backbench Business Committee, Question put, That the amendment be made",CD:2010-03-04:99,http://data.parliament.uk/resources/104591
aye,2010-03-02,,"Constitutional Reform and Governance Bill, Question put that amendment 3 be made",CD:2010-03-02:94,http://data.parliament.uk/resources/104586
aye,2010-03-01,,"Defence, Question put (Standing Order No. 31(2)), That the original words stand part of the Question",CD:2010-03-01:89,http://data.parliament.uk/resources/104581
aye,2010-02-23,,"Children, Schools and Families Bill Question put, That the clause 1 be read a Second time",CD:2010-02-23:82,http://data.parliament.uk/resources/104574
aye,2010-02-23,,"Children, Schools and Families Bill Question put, That the clause 1 be added to the Bill",CD:2010-02-23:83,http://data.parliament.uk/resources/104575
aye,2010-02-23,,"Children, Schools and Families Bill Question put (Single Question on amendments moved by a Minister of the Crown), That amendments 67 to 70, 3, 93 to 98, 111 to 132 and 99 to 107 be made",CD:2010-02-23:84,http://data.parliament.uk/resources/104576
aye,2010-02-10,,"Section 5 of the European Communities (Amendment) Act 1993, 1 & 1/2 hours having elapsed since commencement of proceedings on the motion, Deputy Speaker put the Question (SO No. 16(1)), That the amendment be made",CD:2010-02-10:80,http://data.parliament.uk/resources/104572
aye,2010-02-08,,"Terrorist Asset-Freezing (Temporary Provisions) Bill, (Allocation of Time),  Question put",CD:2010-02-08:72,http://data.parliament.uk/resources/104564
aye,2010-02-08,,"Terrorist Asset-Freezing (Temporary Provisions) Bill Question put, That the amendment 1 be made",CD:2010-02-08:73,http://data.parliament.uk/resources/104565
aye,2010-02-03,,"EU Doc No. 14513/09, Enlargement Strategy & Main Challenges 2009-10 & supports the Gov's policy that Turkey, Croatia, Iceland & all the countries of the Western Balkans should be able to join the EU when they meet the criteria",CD:2010-02-03:69,http://data.parliament.uk/resources/104561
aye,2010-01-27,,"Dementia Services debate, Question put accordingly (Standing Order No. 31(2)), That the original words stand part of the Question",CD:2010-01-27:63,http://data.parliament.uk/resources/104555
aye,2010-01-27,,"Out-of-Hours Care, Question put (Standing Order No. 31(2)), That the original words stand part of the Question",CD:2010-01-27:64,http://data.parliament.uk/resources/104556
aye,2010-01-26,,"Constitutional Reform and Governance Bill, Question put, That the amendment 92 and 93 be made, Sitting in Committe",CD:2010-01-26:60,http://data.parliament.uk/resources/104552
aye,2010-01-26,,"Constitutional Reform and Governance Bill, Question put that amendment 94 be made, Sitting in Committe",CD:2010-01-26:61,http://data.parliament.uk/resources/104553
aye,2010-01-20,,"Fiscal Responsibility Bill, Question put, That Clause 1 Stand part of the bill, Sitting in Committe",CD:2010-01-20:49,http://data.parliament.uk/resources/104540
aye,2010-01-20,,"Fiscal Responsibility Bill, being after 6pm, Chair put Questions necessary to bring to a conclusion proceedings in Committee (Order, 5 Jan). Question put, That New Clause NC1 be added to the Bill, Sitting in Committee",CD:2010-01-20:50,http://data.parliament.uk/resources/104541
aye,2010-01-20,,"Fiscal Responsibility Bill, Question put, That the clause 1 be added to the Bill, Sitting in Committee",CD:2010-01-20:52,http://data.parliament.uk/resources/104543
aye,2010-01-19,,"Constitutional Reform and Governance Bill, Question put that amendment 1 be made, Sitting in Committee",CD:2010-01-19:44,http://data.parliament.uk/resources/104535
aye,2010-01-19,,"Constitutional Reform and Governance Bill, It being after 10.00 pm, the Chair put Questions necessary to bring to a conclusion proceedings, question put that amend 125 to 128 be made & New Clause 68, Sitting in Committee",CD:2010-01-19:45,http://data.parliament.uk/resources/104536
aye,2010-01-13,,"Veterans' Welfare, Question put, That the original words stand part of the Question (Standing Order No. 31(2))",CD:2010-01-13:37,http://data.parliament.uk/resources/104528
aye,2010-01-13,,"Energy Security, Question put, That the original words stand part of the Question (Standing Order No. 31(2))",CD:2010-01-13:38,http://data.parliament.uk/resources/104529
aye,2010-01-12,,"Personal Care at Home Bill, Question put, That the amendment 31 be made. Sitting in Committe",CD:2010-01-12:34,http://data.parliament.uk/resources/104525
aye,2010-01-12,,"Personal Care at Home Bill, Question put, That the amendment 18 be made. Sitting in Committe",CD:2010-01-12:35,http://data.parliament.uk/resources/104526
aye,2010-01-12,,"Personal Care at Home Bill, Question put, That the amendment 42 be made. Sitting in Committe",CD:2010-01-12:36,http://data.parliament.uk/resources/104527
aye,2010-01-05,,"Fiscal Responsibility Bill, Question put, That the amendment be made",CD:2010-01-05:26,http://data.parliament.uk/resources/104517
aye,2009-12-09,,"Child Poverty Bill, Question put, That the new clause 2 be read a Second time",CD:2009-12-09:20,http://data.parliament.uk/resources/104511
aye,2009-12-09,,"Child Poverty Bill, Question put, That the new clause 3 be read a Second time",CD:2009-12-09:21,http://data.parliament.uk/resources/104512
aye,2009-12-09,,"Child Poverty Bill, Debate interrupted (Programme Order, 20 July) The Deputy Speaker put forthwith the Question already proposed from the Chair (Standing Order No. 83E), That the amendment be made",CD:2009-12-09:22,http://data.parliament.uk/resources/104513
aye,2009-12-08,,"Diabled benfits and the elderly Question put accordingly (Standing Order No. 31(2), That the original words stand part of the Question.",CD:2009-12-08:15,http://data.parliament.uk/resources/104506
aye,2009-12-08,,Local Govt finance Question put (Standing Order No. 31 (2)) that the Original words stand part of the Question,CD:2009-12-08:16,http://data.parliament.uk/resources/104507
aye,2009-12-02,,"Equalities Bill, Question put, That the amendment 18 and 139 to 169 be made",CD:2009-12-02:11,http://data.parliament.uk/resources/104502
aye,2009-12-02,,"Equalities Bill, Question put, That the amendment 37, 170 to 174 and 177 to 180 be made",CD:2009-12-02:12,http://data.parliament.uk/resources/104503
aye,2009-11-26,,"Taxation (international and other Provisions) Bill, that the amendment by Mr George Osborne be made",CD:2009-11-26:3,http://data.parliament.uk/resources/104494
aye,2009-11-25,,"Home Office and Work and Pensions, Question put accordingly, That the amendment be made",CD:2009-11-25:2,http://data.parliament.uk/resources/104493
aye,2009-11-12,,"Coroners and Justice Bill, Question put, That amendment (a) to Lords amendment 1B be made",CD:2009-11-12:248,http://data.parliament.uk/resources/104491
aye,2009-11-11,,"Apprenticeships, Skills, Children and Learning Bill, Amendment (a) proposed to Lords amendment 124",CD:2009-11-11:247,http://data.parliament.uk/resources/104490
aye,2009-11-09,,"Coroners and Justice Bill Amendment (a) proposed in lieu of Lords Amendments 1,2 and 216",CD:2009-11-09:241,http://data.parliament.uk/resources/104484
aye,2009-11-04,,"Constitutional Reform and Governance Bill, Question put, That the new clause 22 be read a Second time, sitting in committee",CD:2009-11-04:238,http://data.parliament.uk/resources/104481
aye,2009-11-04,,"Constitutional Reform and Governance Bill, Question put, That the amendment be made, sitting committee",CD:2009-11-04:239,http://data.parliament.uk/resources/104482
aye,2009-11-03,,"Constitutional Reform and Governance Bill, Question put, That the clause be added to the Bill, sitting in committee",CD:2009-11-03:237,http://data.parliament.uk/resources/104480
aye,2009-10-28,,"Local Spending Reports, Question put (Standing Order No. 31(2)), That the original words stand part of the Question",CD:2009-10-28:232,http://data.parliament.uk/resources/104475
aye,2009-10-28,,"Future of the Territorial Army, Question put (Standing Order No. 31(2)), That the original words stand part of the Question",CD:2009-10-28:233,http://data.parliament.uk/resources/104476
aye,2009-10-27,,"Marine and Coastal Access Bill (Lords), Question put, That the amendment be made",CD:2009-10-27:231,http://data.parliament.uk/resources/104474
aye,2009-10-26,,"Marine and Coastal Access Bill (Lords), Mr. Speaker put forthwith the Question already proposed from the Chair (Standing Order No. 83E), That the amendment be made",CD:2009-10-26:230,http://data.parliament.uk/resources/104473
aye,2009-10-21,,"Equitable Life, Question put (Standing Order No. 31(2)), That the original words stand part of the Question",CD:2009-10-21:228,http://data.parliament.uk/resources/104471
aye,2009-10-21,,"Climate Change (Political Response), Question put accordingly (Standing Order No. 31(2)), That the original words stand part of the Question",CD:2009-10-21:229,http://data.parliament.uk/resources/104472
aye,2009-10-19,,"Economic Recovery and Welfare, Question put (Standing Order No. 31(2)), That the original words stand part of the Question",CD:2009-10-19:225,http://data.parliament.uk/resources/104468
aye,2009-10-14,,"Higher Education, Question put (Standing Order No. 31(2)), That the original words stand part of the Question",CD:2009-10-14:218,http://data.parliament.uk/resources/104461
aye,2009-10-14,,"NHS Dentistry, Question put accordingly (Standing Order No. 31(2)), That the original words stand part of the Question",CD:2009-10-14:219,http://data.parliament.uk/resources/104462
aye,2009-10-13,,"Local Democracy, Economic Development and Construction Bill (Lords), Question put, That the new clause 3 be read a Second time",CD:2009-10-13:213,http://data.parliament.uk/resources/104456
aye,2009-10-13,,"Local Democracy, Economic Development and Construction Bill (Lords), Question put, That new clause 8 be read a second time",CD:2009-10-13:214,http://data.parliament.uk/resources/104457
aye,2009-10-13,,"Local Democracy, Economic Development and Construction Bill (Lords), Question put, That new clause 13 be read a second time",CD:2009-10-13:215,http://data.parliament.uk/resources/104458
aye,2009-10-13,,"Local Democracy, Economic Development and Construction Bill (Lords), Question put, That the amendment 27 be made",CD:2009-10-13:216,http://data.parliament.uk/resources/104459
aye,2009-10-12,,"Health Bill (Lords), Question put, That the clause be read a Second time",CD:2009-10-12:210,http://data.parliament.uk/resources/104452
aye,2009-10-12,,"Health Bill (Lords), Question put, That the amendment be made",CD:2009-10-12:211,http://data.parliament.uk/resources/104454
aye,2009-10-12,,"Health Bill (Lords), The Deputy Speaker then put forthwith the Questions necessary for the disposal of the business to be concluded at that time (Standing Order No. 83E",CD:2009-10-12:212,http://data.parliament.uk/resources/104455
aye,2009-07-21,,"Parliamentary Standards Bill, The Deputy Speaker put forthwith the Question already proposed from the Chair (Standing Order No. 83 F ) , That amendment (a) to Lords amendment 1 be made",CD:2009-07-21:208,http://data.parliament.uk/resources/104450
aye,2009-07-15,,"US-UK Extradition Treaty, Question put (Standing Order No. 31(2), That the original words stand part of the Question",CD:2009-07-15:202,http://data.parliament.uk/resources/104444
aye,2009-07-15,,"Caring for the Elderly, Question put (Standing Order No. 31(2)), That the original words stand part of the Question",CD:2009-07-15:203,http://data.parliament.uk/resources/104445
aye,2009-07-08,,"Justice and Security, That the draft Justice and Security (Northern Ireland) Act 2007 (Extension of duration of non-jury trial provisions) Order 2009, which was laid before this House on 8 June, be approved",CD:2009-07-08:188,http://data.parliament.uk/resources/104430
aye,2009-07-01,,"Notices of questions etc. Sept 09. Days appointed for tabling & answering of written questions & written ministerial statements under Sect Order 22B shall be: Tabling Wed 2, Mon 7 & Wed 9. Answering Wed 9, Mon 14 & Wed 16",CD:2009-07-01:174,http://data.parliament.uk/resources/104416
aye,2009-07-01,,"Parliamentary Standards Bill Question put, That the amendment 32, 33 & 36 be made. Sitting in committee",CD:2009-07-01:175,http://data.parliament.uk/resources/104417
aye,2009-07-01,,"Parliamentary Standards Bill, Chair put forthwith Qs necessary for disposal of business to be concluded (Prog Order, 29 June & SO 83D ) Question put, That the amendments 39 be made. Sitting in committee",CD:2009-07-01:177,http://data.parliament.uk/resources/104419
aye,2009-07-01,,"Parliamentary Standards Bill, Question put the amendment 5 be made",CD:2009-07-01:179,http://data.parliament.uk/resources/104421
aye,2009-06-30,,"Parliamentary Standards Bill Question put, That the amendment 69 be made. Sitting in committee",CD:2009-06-30:169,http://data.parliament.uk/resources/104411
aye,2009-06-30,,"Parliamentary Standards Bill, Chair put forthwith Qs necessary for disposal of business to be concluded (Prog Order, 29 June & SO 83D ) Question put, That the amendments 2,7,27,29,75-79&82 be made. Sitting in committee",CD:2009-06-30:171,http://data.parliament.uk/resources/104413
aye,2009-06-24,,"Iraq Inquiry, Question put (Standing Order No. 31(2)), That the original words stand part of the Question",CD:2009-06-24:155,http://data.parliament.uk/resources/104397
aye,2009-06-15,,"Rural Communities (Recession), Question put (Standing Order No. 31(2)), That the original words stand part of the Question.",CD:2009-06-15:149,http://data.parliament.uk/resources/104391
aye,2009-06-15,,"Rural Communities (Recession), Question put (Standing Order No. 31(2)), That the original words stand part of the Question",CD:2009-06-15:150,http://data.parliament.uk/resources/104392
aye,2009-06-10,,"Geneva Conventions and United Nations Personnel (Protocols) Bill (Lords), Main Question accordingly put Considered in Committee",CD:2009-06-10:146,http://data.parliament.uk/resources/104388
aye,2009-06-09,,"Housing, Question put accordingly (Standing Order No. 31(2)), That the original words stand part of the Question",CD:2009-06-09:144,http://data.parliament.uk/resources/104386
aye,2009-05-20,,"Planning: National Policy Statements, Question put , That the amendment be made",CD:2009-05-20:138,http://data.parliament.uk/resources/104380
aye,2009-05-20,,"Electronic Communications,One and a half hours having elapsed since the commencement of proceedings on the motion, the Deputy Speaker put the Question (Standing Order No s . 16(1)) and 17(2) and Order, 18 May)",CD:2009-05-20:140,http://data.parliament.uk/resources/104382
aye,2009-05-19,,"Policing and Crime Bill (Programme)(No2), Question put, That the clause be added to the Bill",CD:2009-05-19:135,http://data.parliament.uk/resources/104377
aye,2009-05-19,,"Policing and Crime Bill, Question put, That the new clause 25 be added to the Bill",CD:2009-05-19:137,http://data.parliament.uk/resources/104379
aye,2009-05-18,,"Skills in the Recession, Question put (Standing Order No. 31(2)), That the original words stand part of the Question",CD:2009-05-18:131,http://data.parliament.uk/resources/104373
aye,2009-05-18,,"Mid Staffordshire NHS Foundation Trust, Question put (Standing Order No. 31(2)), That the original words stand part of the Question",CD:2009-05-18:132,http://data.parliament.uk/resources/104374
aye,2009-05-11,,"Equality Bill, Question put, That the amendment be made",CD:2009-05-11:115,http://data.parliament.uk/resources/104357
aye,2009-05-05,,"Apprenticeships, Skills, Children and Learning Bill, Question put, That Gov new clause 15 and amendments 10 and 11 be read a Second time",CD:2009-05-05:110,http://data.parliament.uk/resources/104352
aye,2009-05-05,,"Apprenticeships, Skills, Children and Learning Bill, Debate interrupted (Programme Order, 23 Feb). Deputy Speaker put forthwith the Question already proposed (Standing Order No. 83E), That the clause be read a Second time.",CD:2009-05-05:111,http://data.parliament.uk/resources/104353
aye,2009-04-29,,"Gurkha Settlement Rights, Question put (Standing Order No.31(2)), That the original words stand part of the Question",CD:2009-04-29:104,http://data.parliament.uk/resources/104346
aye,2009-04-01,,"Geneva Conventions and United Nations Personnel (Protocols) Bill (Lords) (Programme), Motion made, and Question put forthwith, (Standing Order No. 83A",CD:2009-04-01:94,http://data.parliament.uk/resources/104336
aye,2009-03-25,,"Iraq War Inquiry, Question put (Standing Order No. 31(2)), That the original words stand part of the Question",CD:2009-03-25:88,http://data.parliament.uk/resources/104330
aye,2009-03-25,,"Business Rates and the Recession, Question put accordingly (Standing Order No. 31(2)), That the original words stand part of the Question",CD:2009-03-25:90,http://data.parliament.uk/resources/104332
aye,2009-03-24,,"Coroners and Justice Bill, 1hr elapsed since the commencement (Prog Order, 23 Mar). The Depty Spk put forthwith Standing Order No. 83E. Question put, That the amdt 1, in pg 34, line 5, leave out Clause 58 be made",CD:2009-03-24:84,http://data.parliament.uk/resources/104326
aye,2009-03-24,,"Coroners and Justice Bill, Question put, That the amendment be made clause 104 and 108",CD:2009-03-24:85,http://data.parliament.uk/resources/104327
aye,2009-03-24,,"Coroners and Justice Bill, Debate interrupted (Programme Order, 23 March). The Deputy Speaker put forthwith the Question already proposed from the Chair (Standing Order No. 83E), That the clause be read a Second time",CD:2009-03-24:86,http://data.parliament.uk/resources/104328
aye,2009-03-23,,"Coroners and Justice Bill, Question put, That the amendment be made clause 11",CD:2009-03-23:83,http://data.parliament.uk/resources/104325
aye,2009-03-18,,"The Economy, Question put accordingly (Standing Order No. 31(2)), That the original words stand part of the Question",CD:2009-03-18:78,http://data.parliament.uk/resources/104320
aye,2009-03-17,,"Welfare Reform Bill, Question put, That the amendment be made clause 2",CD:2009-03-17:76,http://data.parliament.uk/resources/104318
aye,2009-03-16,,"Use of the Chamber (United Kingdom Youth Parliament), Question put accordingly, That the amendment be made",CD:2009-03-16:72,http://data.parliament.uk/resources/104314
